Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration,Small Mol Conc Unit,LJP Library Plate,Replicate,Assay Well,Timepoint,Timepoint Unit,Total Cell Count Before Treatment,Total Cell Count After Treatment,Total Control Cell Count,Relative Cell Count,Normalized Growth Rate Inhibition Value
50029-3,MCF7,10091-101-1,XMD16-144,10,uM,LJP5,3,M07,72,hr,1389,845,6038,0.1399,-0.2090
50029-3,MCF7,10097-101-1,Erlotinib,0.04,uM,LJP5,1,M24,72,hr,1389,5272,5772,0.9133,0.9137
50029-3,MCF7,10097-101-1,Erlotinib,0.04,uM,LJP5,3,M24,72,hr,1389,5098,6038,0.8443,0.8465
50029-3,MCF7,10097-101-1,Erlotinib,0.12,uM,LJP5,1,M23,72,hr,1389,5478,5772,0.9490,0.9497
50029-3,MCF7,10097-101-1,Erlotinib,0.12,uM,LJP5,3,M23,72,hr,1389,5963,6038,0.9875,0.9882
50029-3,MCF7,10097-101-1,Erlotinib,0.37,uM,LJP5,1,M22,72,hr,1389,6196,5772,1.0734,1.0701
50029-3,MCF7,10097-101-1,Erlotinib,0.37,uM,LJP5,3,M22,72,hr,1389,6216,6038,1.0294,1.0275
50029-3,MCF7,10097-101-1,Erlotinib,1.11,uM,LJP5,1,M21,72,hr,1389,6476,5772,1.1219,1.1151
50029-3,MCF7,10097-101-1,Erlotinib,1.11,uM,LJP5,3,M21,72,hr,1389,6746,6038,1.1172,1.1073
50029-3,MCF7,10097-101-1,Erlotinib,3.33,uM,LJP5,1,M20,72,hr,1389,6419,5772,1.1120,1.1060
50029-3,MCF7,10097-101-1,Erlotinib,3.33,uM,LJP5,3,M20,72,hr,1389,6431,6038,1.0650,1.0603
50029-3,MCF7,10097-101-1,Erlotinib,10,uM,LJP5,1,M19,72,hr,1389,5296,5772,0.9175,0.9179
50029-3,MCF7,10097-101-1,Erlotinib,10,uM,LJP5,3,M19,72,hr,1389,5658,6038,0.9370,0.9395
50029-3,MCF7,10098-101-1,Gefitinib,0.04,uM,LJP6,1,N12,72,hr,1389,5694,5147,1.1063,1.1098
50029-3,MCF7,10098-101-1,Gefitinib,0.04,uM,LJP6,2,N12,72,hr,1389,5818,5447,1.0679,1.0678
50029-3,MCF7,10098-101-1,Gefitinib,0.04,uM,LJP6,3,N12,72,hr,1389,6253,5740,1.0893,1.0853
50029-3,MCF7,10098-101-1,Gefitinib,0.12,uM,LJP6,1,N11,72,hr,1389,5179,5147,1.0062,1.0066
50029-3,MCF7,10098-101-1,Gefitinib,0.12,uM,LJP6,2,N11,72,hr,1389,5715,5447,1.0490,1.0491
50029-3,MCF7,10098-101-1,Gefitinib,0.12,uM,LJP6,3,N11,72,hr,1389,6435,5740,1.1210,1.1148
50029-3,MCF7,10098-101-1,Gefitinib,0.37,uM,LJP6,1,N10,72,hr,1389,5377,5147,1.0447,1.0468
50029-3,MCF7,10098-101-1,Gefitinib,0.37,uM,LJP6,2,N10,72,hr,1389,5843,5447,1.0725,1.0723
50029-3,MCF7,10098-101-1,Gefitinib,0.37,uM,LJP6,3,N10,72,hr,1389,6129,5740,1.0677,1.0650
50029-3,MCF7,10098-101-1,Gefitinib,1.11,uM,LJP6,1,N09,72,hr,1389,4761,5147,0.9250,0.9192
50029-3,MCF7,10098-101-1,Gefitinib,1.11,uM,LJP6,2,N09,72,hr,1389,5301,5447,0.9730,0.9725
50029-3,MCF7,10098-101-1,Gefitinib,1.11,uM,LJP6,3,N09,72,hr,1389,5844,5740,1.0180,1.0175
50029-3,MCF7,10098-101-1,Gefitinib,3.33,uM,LJP6,1,N08,72,hr,1389,4917,5147,0.9553,0.9522
50029-3,MCF7,10098-101-1,Gefitinib,3.33,uM,LJP6,2,N08,72,hr,1389,5566,5447,1.0217,1.0219
50029-3,MCF7,10098-101-1,Gefitinib,3.33,uM,LJP6,3,N08,72,hr,1389,6027,5740,1.0499,1.0482
50029-3,MCF7,10098-101-1,Gefitinib,10,uM,LJP6,1,N07,72,hr,1389,4072,5147,0.7911,0.7668
50029-3,MCF7,10098-101-1,Gefitinib,10,uM,LJP6,2,N07,72,hr,1389,4903,5447,0.9000,0.8959
50029-3,MCF7,10098-101-1,Gefitinib,10,uM,LJP6,3,N07,72,hr,1389,4987,5740,0.8687,0.8671
50029-3,MCF7,10099-101-1,Nilotinib,0.04,uM,LJP5,1,N18,72,hr,1389,5546,5772,0.9608,0.9614
50029-3,MCF7,10099-101-1,Nilotinib,0.04,uM,LJP5,3,N18,72,hr,1389,6654,6038,1.1019,1.0937
50029-3,MCF7,10099-101-1,Nilotinib,0.12,uM,LJP5,1,N17,72,hr,1389,6306,5772,1.0924,1.0879
50029-3,MCF7,10099-101-1,Nilotinib,0.12,uM,LJP5,3,N17,72,hr,1389,6361,6038,1.0534,1.0497
50029-3,MCF7,10099-101-1,Nilotinib,0.37,uM,LJP5,1,N16,72,hr,1389,5655,5772,0.9796,0.9801
50029-3,MCF7,10099-101-1,Nilotinib,0.37,uM,LJP5,3,N16,72,hr,1389,5748,6038,0.9519,0.9540
50029-3,MCF7,10099-101-1,Nilotinib,1.11,uM,LJP5,1,N15,72,hr,1389,5580,5772,0.9667,0.9673
50029-3,MCF7,10099-101-1,Nilotinib,1.11,uM,LJP5,3,N15,72,hr,1389,5835,6038,0.9663,0.9679
50029-3,MCF7,10099-101-1,Nilotinib,3.33,uM,LJP5,1,N14,72,hr,1389,5664,5772,0.9812,0.9816
50029-3,MCF7,10099-101-1,Nilotinib,3.33,uM,LJP5,3,N14,72,hr,1389,5503,6038,0.9113,0.9143
50029-3,MCF7,10099-101-1,Nilotinib,10,uM,LJP5,1,N13,72,hr,1389,1798,5772,0.3115,0.1338
50029-3,MCF7,10099-101-1,Nilotinib,10,uM,LJP5,3,N13,72,hr,1389,1441,6038,0.2386,0.0175
50029-3,MCF7,10100-101-1,JNK-9L,0.04,uM,LJP6,1,K24,72,hr,1389,4270,5147,0.8296,0.8117
50029-3,MCF7,10100-101-1,JNK-9L,0.04,uM,LJP6,2,K24,72,hr,1389,4605,5447,0.8453,0.8366
50029-3,MCF7,10100-101-1,JNK-9L,0.04,uM,LJP6,3,K24,72,hr,1389,3609,5740,0.6287,0.5943
50029-3,MCF7,10100-101-1,JNK-9L,0.12,uM,LJP6,1,K23,72,hr,1389,4472,5147,0.8688,0.8566
50029-3,MCF7,10100-101-1,JNK-9L,0.12,uM,LJP6,2,K23,72,hr,1389,3736,5447,0.6858,0.6517
50029-3,MCF7,10100-101-1,JNK-9L,0.12,uM,LJP6,3,K23,72,hr,1389,3854,5740,0.6714,0.6463
50029-3,MCF7,10100-101-1,JNK-9L,0.37,uM,LJP6,1,K22,72,hr,1389,2432,5147,0.4725,0.3450
50029-3,MCF7,10100-101-1,JNK-9L,0.37,uM,LJP6,2,K22,72,hr,1389,2690,5447,0.4938,0.3982
50029-3,MCF7,10100-101-1,JNK-9L,0.37,uM,LJP6,3,K22,72,hr,1389,2727,5740,0.4751,0.3903
50029-3,MCF7,10100-101-1,JNK-9L,1.11,uM,LJP6,1,K21,72,hr,1389,1297,5147,0.2520,-0.0356
50029-3,MCF7,10100-101-1,JNK-9L,1.11,uM,LJP6,2,K21,72,hr,1389,1295,5447,0.2377,-0.0349
50029-3,MCF7,10100-101-1,JNK-9L,1.11,uM,LJP6,3,K21,72,hr,1389,1396,5740,0.2432,0.0024
50029-3,MCF7,10100-101-1,JNK-9L,3.33,uM,LJP6,1,K20,72,hr,1389,915,5147,0.1778,-0.1982
50029-3,MCF7,10100-101-1,JNK-9L,3.33,uM,LJP6,2,K20,72,hr,1389,921,5447,0.1691,-0.1881
50029-3,MCF7,10100-101-1,JNK-9L,3.33,uM,LJP6,3,K20,72,hr,1389,1037,5740,0.1807,-0.1331
50029-3,MCF7,10100-101-1,JNK-9L,10,uM,LJP6,1,K19,72,hr,1389,1280,5147,0.2487,-0.0423
50029-3,MCF7,10100-101-1,JNK-9L,10,uM,LJP6,2,K19,72,hr,1389,1073,5447,0.1970,-0.1227
50029-3,MCF7,10100-101-1,JNK-9L,10,uM,LJP6,3,K19,72,hr,1389,1306,5740,0.2275,-0.0297
50029-3,MCF7,10101-101-1,PD0325901,0.04,uM,LJP6,1,E06,72,hr,1389,2881,5147,0.5597,0.4712
50029-3,MCF7,10101-101-1,PD0325901,0.04,uM,LJP6,2,E06,72,hr,1389,3982,5447,0.7309,0.7060
50029-3,MCF7,10101-101-1,PD0325901,0.04,uM,LJP6,3,E06,72,hr,1389,4004,5740,0.6975,0.6773
50029-3,MCF7,10101-101-1,PD0325901,0.04,uM,LJP5,1,C06,72,hr,1389,3829,5772,0.6633,0.6379
50029-3,MCF7,10101-101-1,PD0325901,0.04,uM,LJP5,3,C06,72,hr,1389,3867,6038,0.6404,0.6208
50029-3,MCF7,10101-101-1,PD0325901,0.12,uM,LJP6,1,E05,72,hr,1389,3223,5147,0.6262,0.5612
50029-3,MCF7,10101-101-1,PD0325901,0.12,uM,LJP6,2,E05,72,hr,1389,3449,5447,0.6331,0.5861
50029-3,MCF7,10101-101-1,PD0325901,0.12,uM,LJP6,3,E05,72,hr,1389,3259,5740,0.5677,0.5168
50029-3,MCF7,10101-101-1,PD0325901,0.12,uM,LJP5,1,C05,72,hr,1389,3519,5772,0.6096,0.5720
50029-3,MCF7,10101-101-1,PD0325901,0.12,uM,LJP5,3,C05,72,hr,1389,3508,6038,0.5809,0.5480
50029-3,MCF7,10101-101-1,PD0325901,0.37,uM,LJP6,1,E04,72,hr,1389,2831,5147,0.5500,0.4576
50029-3,MCF7,10101-101-1,PD0325901,0.37,uM,LJP6,2,E04,72,hr,1389,2907,5447,0.5336,0.4544
50029-3,MCF7,10101-101-1,PD0325901,0.37,uM,LJP6,3,E04,72,hr,1389,3557,5740,0.6196,0.5830
50029-3,MCF7,10101-101-1,PD0325901,0.37,uM,LJP5,1,C04,72,hr,1389,3860,5772,0.6687,0.6443
50029-3,MCF7,10101-101-1,PD0325901,0.37,uM,LJP5,3,C04,72,hr,1389,3372,6038,0.5584,0.5194
50029-3,MCF7,10101-101-1,PD0325901,1.11,uM,LJP6,1,E03,72,hr,1389,2874,5147,0.5584,0.4693
50029-3,MCF7,10101-101-1,PD0325901,1.11,uM,LJP6,2,E03,72,hr,1389,2857,5447,0.5244,0.4416
50029-3,MCF7,10101-101-1,PD0325901,1.11,uM,LJP6,3,E03,72,hr,1389,3130,5740,0.5453,0.4872
50029-3,MCF7,10101-101-1,PD0325901,1.11,uM,LJP5,1,C03,72,hr,1389,3202,5772,0.5547,0.5014
50029-3,MCF7,10101-101-1,PD0325901,1.11,uM,LJP5,3,C03,72,hr,1389,3250,6038,0.5382,0.4932
50029-3,MCF7,10101-101-1,PD0325901,3.33,uM,LJP6,1,E02,72,hr,1389,2118,5147,0.4115,0.2501
50029-3,MCF7,10101-101-1,PD0325901,3.33,uM,LJP6,2,E02,72,hr,1389,2335,5447,0.4286,0.3014
50029-3,MCF7,10101-101-1,PD0325901,3.33,uM,LJP6,3,E02,72,hr,1389,2409,5740,0.4197,0.3086
50029-3,MCF7,10101-101-1,PD0325901,3.33,uM,LJP5,1,C02,72,hr,1389,2237,5772,0.3875,0.2610
50029-3,MCF7,10101-101-1,PD0325901,3.33,uM,LJP5,3,C02,72,hr,1389,2548,6038,0.4220,0.3313
50029-3,MCF7,10101-101-1,PD0325901,10,uM,LJP6,1,E01,72,hr,1389,1221,5147,0.2372,-0.0660
50029-3,MCF7,10101-101-1,PD0325901,10,uM,LJP6,2,E01,72,hr,1389,1599,5447,0.2935,0.0740
50029-3,MCF7,10101-101-1,PD0325901,10,uM,LJP6,3,E01,72,hr,1389,1564,5740,0.2725,0.0597
50029-3,MCF7,10101-101-1,PD0325901,10,uM,LJP5,1,C01,72,hr,1389,1322,5772,0.2290,-0.0238
50029-3,MCF7,10101-101-1,PD0325901,10,uM,LJP5,3,C01,72,hr,1389,1447,6038,0.2396,0.0195
50029-3,MCF7,10108-101-1,Geldanamycin,0.04,uM,LJP6,1,O06,72,hr,1389,3546,5147,0.6889,0.6421
50029-3,MCF7,10108-101-1,Geldanamycin,0.04,uM,LJP6,2,O06,72,hr,1389,3532,5447,0.6483,0.6054
50029-3,MCF7,10108-101-1,Geldanamycin,0.04,uM,LJP6,3,O06,72,hr,1389,3305,5740,0.5757,0.5272
50029-3,MCF7,10108-101-1,Geldanamycin,0.04,uM,LJP5,1,O06,72,hr,1389,3508,5772,0.6077,0.5696
50029-3,MCF7,10108-101-1,Geldanamycin,0.04,uM,LJP5,3,O06,72,hr,1389,3846,6038,0.6369,0.6167
50029-3,MCF7,10108-101-1,Geldanamycin,0.12,uM,LJP6,1,O05,72,hr,1389,1944,5147,0.3777,0.1947
50029-3,MCF7,10108-101-1,Geldanamycin,0.12,uM,LJP6,2,O05,72,hr,1389,1801,5447,0.3306,0.1408
50029-3,MCF7,10108-101-1,Geldanamycin,0.12,uM,LJP6,3,O05,72,hr,1389,1732,5740,0.3017,0.1138
50029-3,MCF7,10108-101-1,Geldanamycin,0.12,uM,LJP5,1,O05,72,hr,1389,1782,5772,0.3087,0.1289
50029-3,MCF7,10108-101-1,Geldanamycin,0.12,uM,LJP5,3,O05,72,hr,1389,2064,6038,0.3418,0.2054
50029-3,MCF7,10108-101-1,Geldanamycin,0.37,uM,LJP6,1,O04,72,hr,1389,1394,5147,0.2708,0.0019
50029-3,MCF7,10108-101-1,Geldanamycin,0.37,uM,LJP6,2,O04,72,hr,1389,1351,5447,0.2480,-0.0140
50029-3,MCF7,10108-101-1,Geldanamycin,0.37,uM,LJP6,3,O04,72,hr,1389,1458,5740,0.2540,0.0239
50029-3,MCF7,10108-101-1,Geldanamycin,0.37,uM,LJP5,1,O04,72,hr,1389,1489,5772,0.2580,0.0344
50029-3,MCF7,10108-101-1,Geldanamycin,0.37,uM,LJP5,3,O04,72,hr,1389,1529,6038,0.2532,0.0463
50029-3,MCF7,10108-101-1,Geldanamycin,1.11,uM,LJP6,1,O03,72,hr,1389,1505,5147,0.2924,0.0433
50029-3,MCF7,10108-101-1,Geldanamycin,1.11,uM,LJP6,2,O03,72,hr,1389,1688,5447,0.3098,0.1039
50029-3,MCF7,10108-101-1,Geldanamycin,1.11,uM,LJP6,3,O03,72,hr,1389,1540,5740,0.2683,0.0517
50029-3,MCF7,10108-101-1,Geldanamycin,1.11,uM,LJP5,1,O03,72,hr,1389,1630,5772,0.2824,0.0809
50029-3,MCF7,10108-101-1,Geldanamycin,1.11,uM,LJP5,3,O03,72,hr,1389,1647,6038,0.2728,0.0837
50029-3,MCF7,10108-101-1,Geldanamycin,3.33,uM,LJP6,1,O02,72,hr,1389,1209,5147,0.2349,-0.0708
50029-3,MCF7,10108-101-1,Geldanamycin,3.33,uM,LJP6,2,O02,72,hr,1389,1187,5447,0.2179,-0.0766
50029-3,MCF7,10108-101-1,Geldanamycin,3.33,uM,LJP6,3,O02,72,hr,1389,1255,5740,0.2186,-0.0484
50029-3,MCF7,10108-101-1,Geldanamycin,3.33,uM,LJP5,1,O02,72,hr,1389,1214,5772,0.2103,-0.0634
50029-3,MCF7,10108-101-1,Geldanamycin,3.33,uM,LJP5,3,O02,72,hr,1389,1301,6038,0.2155,-0.0304
50029-3,MCF7,10108-101-1,Geldanamycin,10,uM,LJP6,1,O01,72,hr,1389,566,5147,0.1100,-0.3782
50029-3,MCF7,10108-101-1,Geldanamycin,10,uM,LJP6,2,O01,72,hr,1389,702,5447,0.1289,-0.2926
50029-3,MCF7,10108-101-1,Geldanamycin,10,uM,LJP6,3,O01,72,hr,1389,597,5740,0.1040,-0.3380
50029-3,MCF7,10108-101-1,Geldanamycin,10,uM,LJP5,1,O01,72,hr,1389,614,5772,0.1064,-0.3278
50029-3,MCF7,10108-101-1,Geldanamycin,10,uM,LJP5,3,O01,72,hr,1389,785,6038,0.1300,-0.2360
50029-3,MCF7,10109-101-1,YM 201636,0.04,uM,LJP5,1,N12,72,hr,1389,6399,5772,1.1085,1.1028
50029-3,MCF7,10109-101-1,YM 201636,0.04,uM,LJP5,3,N12,72,hr,1389,6377,6038,1.0561,1.0521
50029-3,MCF7,10109-101-1,YM 201636,0.12,uM,LJP5,1,N11,72,hr,1389,5852,5772,1.0138,1.0134
50029-3,MCF7,10109-101-1,YM 201636,0.12,uM,LJP5,3,N11,72,hr,1389,5518,6038,0.9138,0.9168
50029-3,MCF7,10109-101-1,YM 201636,0.37,uM,LJP5,1,N10,72,hr,1389,4963,5772,0.8598,0.8582
50029-3,MCF7,10109-101-1,YM 201636,0.37,uM,LJP5,3,N10,72,hr,1389,5271,6038,0.8729,0.8758
50029-3,MCF7,10109-101-1,YM 201636,1.11,uM,LJP5,1,N09,72,hr,1389,3514,5772,0.6088,0.5709
50029-3,MCF7,10109-101-1,YM 201636,1.11,uM,LJP5,3,N09,72,hr,1389,4261,6038,0.7056,0.6967
50029-3,MCF7,10109-101-1,YM 201636,3.33,uM,LJP5,1,N08,72,hr,1389,2776,5772,0.4809,0.4006
50029-3,MCF7,10109-101-1,YM 201636,3.33,uM,LJP5,3,N08,72,hr,1389,3435,6038,0.5689,0.5327
50029-3,MCF7,10109-101-1,YM 201636,10,uM,LJP5,1,N07,72,hr,1389,1497,5772,0.2593,0.0371
50029-3,MCF7,10109-101-1,YM 201636,10,uM,LJP5,3,N07,72,hr,1389,1693,6038,0.2804,0.0978
50029-3,MCF7,10111-101-1,TWS119,0.04,uM,LJP5,1,M06,72,hr,1389,6210,5772,1.0758,1.0724
50029-3,MCF7,10111-101-1,TWS119,0.04,uM,LJP5,3,M06,72,hr,1389,6245,6038,1.0342,1.0320
50029-3,MCF7,10111-101-1,TWS119,0.12,uM,LJP5,1,M05,72,hr,1389,6155,5772,1.0663,1.0634
50029-3,MCF7,10111-101-1,TWS119,0.12,uM,LJP5,3,M05,72,hr,1389,6151,6038,1.0186,1.0175
50029-3,MCF7,10111-101-1,TWS119,0.37,uM,LJP5,1,M04,72,hr,1389,5726,5772,0.9919,0.9921
50029-3,MCF7,10111-101-1,TWS119,0.37,uM,LJP5,3,M04,72,hr,1389,5640,6038,0.9340,0.9366
50029-3,MCF7,10111-101-1,TWS119,1.11,uM,LJP5,1,M03,72,hr,1389,6102,5772,1.0571,1.0548
50029-3,MCF7,10111-101-1,TWS119,1.11,uM,LJP5,3,M03,72,hr,1389,6319,6038,1.0465,1.0433
50029-3,MCF7,10111-101-1,TWS119,3.33,uM,LJP5,1,M02,72,hr,1389,3631,5772,0.6290,0.5961
50029-3,MCF7,10111-101-1,TWS119,3.33,uM,LJP5,3,M02,72,hr,1389,4609,6038,0.7633,0.7607
50029-3,MCF7,10111-101-1,TWS119,10,uM,LJP5,1,M01,72,hr,1389,777,5772,0.1346,-0.2462
50029-3,MCF7,10111-101-1,TWS119,10,uM,LJP5,3,M01,72,hr,1389,1041,6038,0.1724,-0.1272
50029-3,MCF7,10112-101-1,PF477736,0.04,uM,LJP5,1,J24,72,hr,1389,3643,5772,0.6311,0.5987
50029-3,MCF7,10112-101-1,PF477736,0.04,uM,LJP5,3,J24,72,hr,1389,3729,6038,0.6175,0.5933
50029-3,MCF7,10112-101-1,PF477736,0.12,uM,LJP5,1,J23,72,hr,1389,2828,5772,0.4899,0.4133
50029-3,MCF7,10112-101-1,PF477736,0.12,uM,LJP5,3,J23,72,hr,1389,3131,6038,0.5185,0.4672
50029-3,MCF7,10112-101-1,PF477736,0.37,uM,LJP5,1,J22,72,hr,1389,2615,5772,0.4530,0.3605
50029-3,MCF7,10112-101-1,PF477736,0.37,uM,LJP5,3,J22,72,hr,1389,2838,6038,0.4700,0.4007
50029-3,MCF7,10112-101-1,PF477736,1.11,uM,LJP5,1,J21,72,hr,1389,2122,5772,0.3676,0.2290
50029-3,MCF7,10112-101-1,PF477736,1.11,uM,LJP5,3,J21,72,hr,1389,2476,6038,0.4100,0.3134
50029-3,MCF7,10112-101-1,PF477736,3.33,uM,LJP5,1,J20,72,hr,1389,1990,5772,0.3447,0.1912
50029-3,MCF7,10112-101-1,PF477736,3.33,uM,LJP5,3,J20,72,hr,1389,2014,6038,0.3335,0.1915
50029-3,MCF7,10112-101-1,PF477736,10,uM,LJP5,1,J19,72,hr,1389,1493,5772,0.2586,0.0357
50029-3,MCF7,10112-101-1,PF477736,10,uM,LJP5,3,J19,72,hr,1389,1498,6038,0.2481,0.0363
50029-3,MCF7,10115-102-1,LDN-193189,0.04,uM,LJP5,1,G06,72,hr,1389,5976,5772,1.0353,1.0340
50029-3,MCF7,10115-102-1,LDN-193189,0.04,uM,LJP5,3,G06,72,hr,1389,6397,6038,1.0594,1.0552
50029-3,MCF7,10115-102-1,LDN-193189,0.12,uM,LJP5,1,G05,72,hr,1389,5228,5772,0.9057,0.9059
50029-3,MCF7,10115-102-1,LDN-193189,0.12,uM,LJP5,3,G05,72,hr,1389,5741,6038,0.9507,0.9529
50029-3,MCF7,10115-102-1,LDN-193189,0.37,uM,LJP5,1,G04,72,hr,1389,5545,5772,0.9606,0.9613
50029-3,MCF7,10115-102-1,LDN-193189,0.37,uM,LJP5,3,G04,72,hr,1389,5983,6038,0.9908,0.9913
50029-3,MCF7,10115-102-1,LDN-193189,1.11,uM,LJP5,1,G03,72,hr,1389,5153,5772,0.8927,0.8925
50029-3,MCF7,10115-102-1,LDN-193189,1.11,uM,LJP5,3,G03,72,hr,1389,5412,6038,0.8963,0.8993
50029-3,MCF7,10115-102-1,LDN-193189,3.33,uM,LJP5,1,G02,72,hr,1389,3199,5772,0.5542,0.5007
50029-3,MCF7,10115-102-1,LDN-193189,3.33,uM,LJP5,3,G02,72,hr,1389,3442,6038,0.5700,0.5342
50029-3,MCF7,10115-102-1,LDN-193189,10,uM,LJP5,1,G01,72,hr,1389,531,5772,0.0920,-0.3737
50029-3,MCF7,10115-102-1,LDN-193189,10,uM,LJP5,3,G01,72,hr,1389,542,6038,0.0898,-0.3585
50029-3,MCF7,10116-101-1,PF431396,0.04,uM,LJP5,1,E12,72,hr,1389,4675,5772,0.8099,0.8050
50029-3,MCF7,10116-101-1,PF431396,0.04,uM,LJP5,3,E12,72,hr,1389,4982,6038,0.8250,0.8266
50029-3,MCF7,10116-101-1,PF431396,0.12,uM,LJP5,1,E11,72,hr,1389,3470,5772,0.6011,0.5613
50029-3,MCF7,10116-101-1,PF431396,0.12,uM,LJP5,3,E11,72,hr,1389,3734,6038,0.6184,0.5943
50029-3,MCF7,10116-101-1,PF431396,0.37,uM,LJP5,1,E10,72,hr,1389,2101,5772,0.3640,0.2231
50029-3,MCF7,10116-101-1,PF431396,0.37,uM,LJP5,3,E10,72,hr,1389,2478,6038,0.4104,0.3139
50029-3,MCF7,10116-101-1,PF431396,1.11,uM,LJP5,1,E09,72,hr,1389,1409,5772,0.2441,0.0070
50029-3,MCF7,10116-101-1,PF431396,1.11,uM,LJP5,3,E09,72,hr,1389,1770,6038,0.2931,0.1211
50029-3,MCF7,10116-101-1,PF431396,3.33,uM,LJP5,1,E08,72,hr,1389,1332,5772,0.2308,-0.0202
50029-3,MCF7,10116-101-1,PF431396,3.33,uM,LJP5,3,E08,72,hr,1389,1478,6038,0.2448,0.0297
50029-3,MCF7,10116-101-1,PF431396,10,uM,LJP5,1,E07,72,hr,1389,680,5772,0.1178,-0.2936
50029-3,MCF7,10116-101-1,PF431396,10,uM,LJP5,3,E07,72,hr,1389,650,6038,0.1076,-0.3011
50029-3,MCF7,10117-101-1,Celastrol,0.04,uM,LJP6,1,G12,72,hr,1389,6372,5147,1.2380,1.2392
50029-3,MCF7,10117-101-1,Celastrol,0.04,uM,LJP6,2,G12,72,hr,1389,6246,5447,1.1465,1.1436
50029-3,MCF7,10117-101-1,Celastrol,0.04,uM,LJP6,3,G12,72,hr,1389,5742,5740,1.0003,1.0003
50029-3,MCF7,10117-101-1,Celastrol,0.12,uM,LJP6,1,G11,72,hr,1389,5299,5147,1.0295,1.0310
50029-3,MCF7,10117-101-1,Celastrol,0.12,uM,LJP6,2,G11,72,hr,1389,5527,5447,1.0145,1.0147
50029-3,MCF7,10117-101-1,Celastrol,0.12,uM,LJP6,3,G11,72,hr,1389,5996,5740,1.0445,1.0430
50029-3,MCF7,10117-101-1,Celastrol,0.37,uM,LJP6,1,G10,72,hr,1389,3434,5147,0.6672,0.6144
50029-3,MCF7,10117-101-1,Celastrol,0.37,uM,LJP6,2,G10,72,hr,1389,4083,5447,0.7495,0.7278
50029-3,MCF7,10117-101-1,Celastrol,0.37,uM,LJP6,3,G10,72,hr,1389,3386,5740,0.5898,0.5454
50029-3,MCF7,10117-101-1,Celastrol,1.11,uM,LJP6,1,G09,72,hr,1389,2299,5147,0.4467,0.3056
50029-3,MCF7,10117-101-1,Celastrol,1.11,uM,LJP6,2,G09,72,hr,1389,1979,5447,0.3633,0.1967
50029-3,MCF7,10117-101-1,Celastrol,1.11,uM,LJP6,3,G09,72,hr,1389,1975,5740,0.3441,0.1876
50029-3,MCF7,10117-101-1,Celastrol,3.33,uM,LJP6,1,G08,72,hr,1389,1172,5147,0.2277,-0.0860
50029-3,MCF7,10117-101-1,Celastrol,3.33,uM,LJP6,2,G08,72,hr,1389,1297,5447,0.2381,-0.0342
50029-3,MCF7,10117-101-1,Celastrol,3.33,uM,LJP6,3,G08,72,hr,1389,1498,5740,0.2610,0.0376
50029-3,MCF7,10117-101-1,Celastrol,10,uM,LJP6,1,G07,72,hr,1389,976,5147,0.1896,-0.1704
50029-3,MCF7,10117-101-1,Celastrol,10,uM,LJP6,2,G07,72,hr,1389,833,5447,0.1529,-0.2285
50029-3,MCF7,10117-101-1,Celastrol,10,uM,LJP6,3,G07,72,hr,1389,1330,5740,0.2317,-0.0210
50029-3,MCF7,10119-101-1,SU11274,0.04,uM,LJP5,1,J12,72,hr,1389,6293,5772,1.0902,1.0858
50029-3,MCF7,10119-101-1,SU11274,0.04,uM,LJP5,3,J12,72,hr,1389,6545,6038,1.0839,1.0774
50029-3,MCF7,10119-101-1,SU11274,0.12,uM,LJP5,1,J11,72,hr,1389,5862,5772,1.0155,1.0150
50029-3,MCF7,10119-101-1,SU11274,0.12,uM,LJP5,3,J11,72,hr,1389,6109,6038,1.0117,1.0110
50029-3,MCF7,10119-101-1,SU11274,0.37,uM,LJP5,1,J10,72,hr,1389,5903,5772,1.0226,1.0219
50029-3,MCF7,10119-101-1,SU11274,0.37,uM,LJP5,3,J10,72,hr,1389,6036,6038,0.9996,0.9996
50029-3,MCF7,10119-101-1,SU11274,1.11,uM,LJP5,1,J09,72,hr,1389,4553,5772,0.7887,0.7819
50029-3,MCF7,10119-101-1,SU11274,1.11,uM,LJP5,3,J09,72,hr,1389,5321,6038,0.8812,0.8842
50029-3,MCF7,10119-101-1,SU11274,3.33,uM,LJP5,1,J08,72,hr,1389,4265,5772,0.7389,0.7261
50029-3,MCF7,10119-101-1,SU11274,3.33,uM,LJP5,3,J08,72,hr,1389,4842,6038,0.8019,0.8022
50029-3,MCF7,10119-101-1,SU11274,10,uM,LJP5,1,J07,72,hr,1389,1593,5772,0.2760,0.0689
50029-3,MCF7,10119-101-1,SU11274,10,uM,LJP5,3,J07,72,hr,1389,1786,6038,0.2958,0.1259
50029-3,MCF7,10120-102-1,Canertinib,0.04,uM,LJP6,1,H12,72,hr,1389,4339,5147,0.8430,0.8272
50029-3,MCF7,10120-102-1,Canertinib,0.04,uM,LJP6,2,H12,72,hr,1389,6102,5447,1.1201,1.1184
50029-3,MCF7,10120-102-1,Canertinib,0.04,uM,LJP6,3,H12,72,hr,1389,5794,5740,1.0093,1.0091
50029-3,MCF7,10120-102-1,Canertinib,0.12,uM,LJP6,1,H11,72,hr,1389,3973,5147,0.7719,0.7439
