Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration,Small Mol Conc Unit,LJP Library Plate,Replicate,Assay Well,Timepoint,Timepoint Unit,Total Cell Count Before Treatment,Total Cell Count After Treatment,Total Control Cell Count,Relative Cell Count,Normalized Growth Rate Inhibition Value
50058-4,MDA-MB-231,10051-104-1,Lapatinib,3.33,uM,LJP6,1,M20,72,hr,1311,4470,4870,0.9178,0.9114
50058-4,MDA-MB-231,10051-104-1,Lapatinib,3.33,uM,LJP6,2,M20,72,hr,1311,4682,4961,0.9436,0.9405
50058-4,MDA-MB-231,10051-104-1,Lapatinib,3.33,uM,LJP6,3,M20,72,hr,1311,4763,4973,0.9576,0.9555
50058-4,MDA-MB-231,10051-104-1,Lapatinib,10,uM,LJP6,1,M19,72,hr,1311,3429,4870,0.7041,0.6616
50058-4,MDA-MB-231,10051-104-1,Lapatinib,10,uM,LJP6,2,M19,72,hr,1311,3187,4961,0.6423,0.5881
50058-4,MDA-MB-231,10051-104-1,Lapatinib,10,uM,LJP6,3,M19,72,hr,1311,3516,4973,0.7069,0.6699
50058-4,MDA-MB-231,10052-101-1,Sirolimus,0.04,uM,LJP6,1,L18,72,hr,1311,4577,4870,0.9398,0.9354
50058-4,MDA-MB-231,10052-101-1,Sirolimus,0.04,uM,LJP6,2,L18,72,hr,1311,3899,4961,0.7858,0.7640
50058-4,MDA-MB-231,10052-101-1,Sirolimus,0.04,uM,LJP6,3,L18,72,hr,1311,4308,4973,0.8661,0.8560
50058-4,MDA-MB-231,10052-101-1,Sirolimus,0.12,uM,LJP6,1,L17,72,hr,1311,4267,4870,0.8761,0.8650
50058-4,MDA-MB-231,10052-101-1,Sirolimus,0.12,uM,LJP6,2,L17,72,hr,1311,3920,4961,0.7901,0.7689
50058-4,MDA-MB-231,10052-101-1,Sirolimus,0.12,uM,LJP6,3,L17,72,hr,1311,4261,4973,0.8567,0.8454
50058-4,MDA-MB-231,10052-101-1,Sirolimus,0.37,uM,LJP6,1,L16,72,hr,1311,4414,4870,0.9063,0.8987
50058-4,MDA-MB-231,10052-101-1,Sirolimus,0.37,uM,LJP6,2,L16,72,hr,1311,3921,4961,0.7903,0.7692
50058-4,MDA-MB-231,10052-101-1,Sirolimus,0.37,uM,LJP6,3,L16,72,hr,1311,4415,4973,0.8877,0.8798
50058-4,MDA-MB-231,10052-101-1,Sirolimus,1.11,uM,LJP6,1,L15,72,hr,1311,4244,4870,0.8714,0.8597
50058-4,MDA-MB-231,10052-101-1,Sirolimus,1.11,uM,LJP6,2,L15,72,hr,1311,3939,4961,0.7939,0.7734
50058-4,MDA-MB-231,10052-101-1,Sirolimus,1.11,uM,LJP6,3,L15,72,hr,1311,4359,4973,0.8764,0.8674
50058-4,MDA-MB-231,10052-101-1,Sirolimus,3.33,uM,LJP6,1,L14,72,hr,1311,4362,4870,0.8957,0.8869
50058-4,MDA-MB-231,10052-101-1,Sirolimus,3.33,uM,LJP6,2,L14,72,hr,1311,4048,4961,0.8159,0.7988
50058-4,MDA-MB-231,10052-101-1,Sirolimus,3.33,uM,LJP6,3,L14,72,hr,1311,4369,4973,0.8784,0.8696
50058-4,MDA-MB-231,10052-101-1,Sirolimus,10,uM,LJP6,1,L13,72,hr,1311,4361,4870,0.8954,0.8866
50058-4,MDA-MB-231,10052-101-1,Sirolimus,10,uM,LJP6,2,L13,72,hr,1311,4148,4961,0.8360,0.8218
50058-4,MDA-MB-231,10052-101-1,Sirolimus,10,uM,LJP6,3,L13,72,hr,1311,4388,4973,0.8822,0.8738
50058-4,MDA-MB-231,10053-101-1,ZSTK474,0.04,uM,LJP6,1,M18,72,hr,1311,4617,4870,0.9480,0.9444
50058-4,MDA-MB-231,10053-101-1,ZSTK474,0.04,uM,LJP6,2,M18,72,hr,1311,4265,4961,0.8596,0.8484
50058-4,MDA-MB-231,10053-101-1,ZSTK474,0.04,uM,LJP6,3,M18,72,hr,1311,4439,4973,0.8925,0.8851
50058-4,MDA-MB-231,10053-101-1,ZSTK474,0.12,uM,LJP6,1,M17,72,hr,1311,4259,4870,0.8745,0.8632
50058-4,MDA-MB-231,10053-101-1,ZSTK474,0.12,uM,LJP6,2,M17,72,hr,1311,3899,4961,0.7858,0.7640
50058-4,MDA-MB-231,10053-101-1,ZSTK474,0.12,uM,LJP6,3,M17,72,hr,1311,4382,4973,0.8810,0.8725
50058-4,MDA-MB-231,10053-101-1,ZSTK474,0.37,uM,LJP6,1,M16,72,hr,1311,3719,4870,0.7636,0.7344
50058-4,MDA-MB-231,10053-101-1,ZSTK474,0.37,uM,LJP6,2,M16,72,hr,1311,3376,4961,0.6804,0.6365
50058-4,MDA-MB-231,10053-101-1,ZSTK474,0.37,uM,LJP6,3,M16,72,hr,1311,3988,4973,0.8018,0.7830
50058-4,MDA-MB-231,10053-101-1,ZSTK474,1.11,uM,LJP6,1,M15,72,hr,1311,3550,4870,0.7289,0.6923
50058-4,MDA-MB-231,10053-101-1,ZSTK474,1.11,uM,LJP6,2,M15,72,hr,1311,3566,4961,0.7187,0.6838
50058-4,MDA-MB-231,10053-101-1,ZSTK474,1.11,uM,LJP6,3,M15,72,hr,1311,3670,4973,0.7379,0.7076
50058-4,MDA-MB-231,10053-101-1,ZSTK474,3.33,uM,LJP6,1,M14,72,hr,1311,3152,4870,0.6472,0.5892
50058-4,MDA-MB-231,10053-101-1,ZSTK474,3.33,uM,LJP6,2,M14,72,hr,1311,2701,4961,0.5444,0.4569
50058-4,MDA-MB-231,10053-101-1,ZSTK474,3.33,uM,LJP6,3,M14,72,hr,1311,2983,4973,0.5997,0.5331
50058-4,MDA-MB-231,10053-101-1,ZSTK474,10,uM,LJP6,1,M13,72,hr,1311,2568,4870,0.5273,0.4261
50058-4,MDA-MB-231,10053-101-1,ZSTK474,10,uM,LJP6,2,M13,72,hr,1311,2411,4961,0.4859,0.3732
50058-4,MDA-MB-231,10053-101-1,ZSTK474,10,uM,LJP6,3,M13,72,hr,1311,2589,4973,0.5205,0.4242
50058-4,MDA-MB-231,10055-101-1,BX-912,0.04,uM,LJP5,1,L24,72,hr,1311,4524,5128,0.8822,0.8765
50058-4,MDA-MB-231,10055-101-1,BX-912,0.04,uM,LJP5,2,L24,72,hr,1311,4575,5100,0.8971,0.8921
50058-4,MDA-MB-231,10055-101-1,BX-912,0.04,uM,LJP5,3,L24,72,hr,1311,4743,5010,0.9465,0.9440
50058-4,MDA-MB-231,10055-101-1,BX-912,0.12,uM,LJP5,1,L23,72,hr,1311,4910,5128,0.9574,0.9563
50058-4,MDA-MB-231,10055-101-1,BX-912,0.12,uM,LJP5,2,L23,72,hr,1311,4992,5100,0.9788,0.9783
50058-4,MDA-MB-231,10055-101-1,BX-912,0.12,uM,LJP5,3,L23,72,hr,1311,4869,5010,0.9717,0.9705
50058-4,MDA-MB-231,10055-101-1,BX-912,0.37,uM,LJP5,1,L22,72,hr,1311,4633,5128,0.9034,0.8993
50058-4,MDA-MB-231,10055-101-1,BX-912,0.37,uM,LJP5,2,L22,72,hr,1311,4614,5100,0.9047,0.9003
50058-4,MDA-MB-231,10055-101-1,BX-912,0.37,uM,LJP5,3,L22,72,hr,1311,4456,5010,0.8893,0.8822
50058-4,MDA-MB-231,10055-101-1,BX-912,1.11,uM,LJP5,1,L21,72,hr,1311,3421,5128,0.6671,0.6280
50058-4,MDA-MB-231,10055-101-1,BX-912,1.11,uM,LJP5,2,L21,72,hr,1311,3173,5100,0.6222,0.5697
50058-4,MDA-MB-231,10055-101-1,BX-912,1.11,uM,LJP5,3,L21,72,hr,1311,3183,5010,0.6352,0.5816
50058-4,MDA-MB-231,10055-101-1,BX-912,3.33,uM,LJP5,1,L20,72,hr,1311,2104,5128,0.4103,0.2715
50058-4,MDA-MB-231,10055-101-1,BX-912,3.33,uM,LJP5,2,L20,72,hr,1311,1814,5100,0.3557,0.1800
50058-4,MDA-MB-231,10055-101-1,BX-912,3.33,uM,LJP5,3,L20,72,hr,1311,2119,5010,0.4229,0.2815
50058-4,MDA-MB-231,10055-101-1,BX-912,10,uM,LJP5,1,L19,72,hr,1311,1289,5128,0.2514,-0.0088
50058-4,MDA-MB-231,10055-101-1,BX-912,10,uM,LJP5,2,L19,72,hr,1311,1148,5100,0.2251,-0.0658
50058-4,MDA-MB-231,10055-101-1,BX-912,10,uM,LJP5,3,L19,72,hr,1311,1185,5010,0.2365,-0.0512
50058-4,MDA-MB-231,10056-101-1,Selumetinib,0.04,uM,LJP6,1,M12,72,hr,1311,3887,4870,0.7981,0.7753
50058-4,MDA-MB-231,10056-101-1,Selumetinib,0.04,uM,LJP6,2,M12,72,hr,1311,3717,4961,0.7492,0.7206
50058-4,MDA-MB-231,10056-101-1,Selumetinib,0.04,uM,LJP6,3,M12,72,hr,1311,3983,4973,0.8008,0.7818
50058-4,MDA-MB-231,10056-101-1,Selumetinib,0.12,uM,LJP6,1,M11,72,hr,1311,3456,4870,0.7096,0.6685
50058-4,MDA-MB-231,10056-101-1,Selumetinib,0.12,uM,LJP6,2,M11,72,hr,1311,3256,4961,0.6562,0.6059
50058-4,MDA-MB-231,10056-101-1,Selumetinib,0.12,uM,LJP6,3,M11,72,hr,1311,3086,4973,0.6205,0.5604
50058-4,MDA-MB-231,10056-101-1,Selumetinib,0.37,uM,LJP6,1,M10,72,hr,1311,2747,4870,0.5640,0.4778
50058-4,MDA-MB-231,10056-101-1,Selumetinib,0.37,uM,LJP6,2,M10,72,hr,1311,2887,4961,0.5819,0.5083
50058-4,MDA-MB-231,10056-101-1,Selumetinib,0.37,uM,LJP6,3,M10,72,hr,1311,2828,4973,0.5686,0.4911
50058-4,MDA-MB-231,10056-101-1,Selumetinib,1.11,uM,LJP6,1,M09,72,hr,1311,2484,4870,0.5100,0.4013
50058-4,MDA-MB-231,10056-101-1,Selumetinib,1.11,uM,LJP6,2,M09,72,hr,1311,2419,4961,0.4875,0.3756
50058-4,MDA-MB-231,10056-101-1,Selumetinib,1.11,uM,LJP6,3,M09,72,hr,1311,2628,4973,0.5284,0.4353
50058-4,MDA-MB-231,10056-101-1,Selumetinib,3.33,uM,LJP6,1,M08,72,hr,1311,2059,4870,0.4228,0.2690
50058-4,MDA-MB-231,10056-101-1,Selumetinib,3.33,uM,LJP6,2,M08,72,hr,1311,2079,4961,0.4190,0.2712
50058-4,MDA-MB-231,10056-101-1,Selumetinib,3.33,uM,LJP6,3,M08,72,hr,1311,2211,4973,0.4445,0.3120
50058-4,MDA-MB-231,10056-101-1,Selumetinib,10,uM,LJP6,1,M07,72,hr,1311,1791,4870,0.3678,0.1789
50058-4,MDA-MB-231,10056-101-1,Selumetinib,10,uM,LJP6,2,M07,72,hr,1311,1694,4961,0.3414,0.1425
50058-4,MDA-MB-231,10056-101-1,Selumetinib,10,uM,LJP6,3,M07,72,hr,1311,1771,4973,0.3561,0.1690
50058-4,MDA-MB-231,10057-102-1,MK2206,0.04,uM,LJP6,1,F06,72,hr,1311,4979,4870,1.0223,1.0235
50058-4,MDA-MB-231,10057-102-1,MK2206,0.04,uM,LJP6,2,F06,72,hr,1311,5017,4961,1.0112,1.0116
50058-4,MDA-MB-231,10057-102-1,MK2206,0.04,uM,LJP6,3,F06,72,hr,1311,4800,4973,0.9651,0.9634
50058-4,MDA-MB-231,10057-102-1,MK2206,0.12,uM,LJP6,1,F05,72,hr,1311,4679,4870,0.9607,0.9581
50058-4,MDA-MB-231,10057-102-1,MK2206,0.12,uM,LJP6,2,F05,72,hr,1311,4696,4961,0.9465,0.9435
50058-4,MDA-MB-231,10057-102-1,MK2206,0.12,uM,LJP6,3,F05,72,hr,1311,4670,4973,0.9389,0.9355
50058-4,MDA-MB-231,10057-102-1,MK2206,0.37,uM,LJP6,1,F04,72,hr,1311,4293,4870,0.8815,0.8710
50058-4,MDA-MB-231,10057-102-1,MK2206,0.37,uM,LJP6,2,F04,72,hr,1311,4143,4961,0.8350,0.8207
50058-4,MDA-MB-231,10057-102-1,MK2206,0.37,uM,LJP6,3,F04,72,hr,1311,4062,4973,0.8167,0.8001
50058-4,MDA-MB-231,10057-102-1,MK2206,1.11,uM,LJP6,1,F03,72,hr,1311,4116,4870,0.8451,0.8299
50058-4,MDA-MB-231,10057-102-1,MK2206,1.11,uM,LJP6,2,F03,72,hr,1311,4363,4961,0.8794,0.8704
50058-4,MDA-MB-231,10057-102-1,MK2206,1.11,uM,LJP6,3,F03,72,hr,1311,4405,4973,0.8856,0.8776
50058-4,MDA-MB-231,10057-102-1,MK2206,3.33,uM,LJP6,1,F02,72,hr,1311,3911,4870,0.8030,0.7811
50058-4,MDA-MB-231,10057-102-1,MK2206,3.33,uM,LJP6,2,F02,72,hr,1311,4227,4961,0.8519,0.8398
50058-4,MDA-MB-231,10057-102-1,MK2206,3.33,uM,LJP6,3,F02,72,hr,1311,4108,4973,0.8259,0.8107
50058-4,MDA-MB-231,10057-102-1,MK2206,10,uM,LJP6,1,F01,72,hr,1311,4040,4870,0.8295,0.8119
50058-4,MDA-MB-231,10057-102-1,MK2206,10,uM,LJP6,2,F01,72,hr,1311,3606,4961,0.7268,0.6936
50058-4,MDA-MB-231,10057-102-1,MK2206,10,uM,LJP6,3,F01,72,hr,1311,4287,4973,0.8619,0.8513
50058-4,MDA-MB-231,10059-101-1,AZD-6482,0.04,uM,LJP5,1,I06,72,hr,1311,4795,5128,0.9350,0.9328
50058-4,MDA-MB-231,10059-101-1,AZD-6482,0.04,uM,LJP5,2,I06,72,hr,1311,4671,5100,0.9159,0.9123
50058-4,MDA-MB-231,10059-101-1,AZD-6482,0.04,uM,LJP5,3,I06,72,hr,1311,4983,5010,0.9944,0.9942
50058-4,MDA-MB-231,10059-101-1,AZD-6482,0.12,uM,LJP5,1,I05,72,hr,1311,4558,5128,0.8888,0.8836
50058-4,MDA-MB-231,10059-101-1,AZD-6482,0.12,uM,LJP5,2,I05,72,hr,1311,4398,5100,0.8624,0.8544
50058-4,MDA-MB-231,10059-101-1,AZD-6482,0.12,uM,LJP5,3,I05,72,hr,1311,4712,5010,0.9404,0.9374
50058-4,MDA-MB-231,10059-101-1,AZD-6482,0.37,uM,LJP5,1,I04,72,hr,1311,4576,5128,0.8923,0.8874
50058-4,MDA-MB-231,10059-101-1,AZD-6482,0.37,uM,LJP5,2,I04,72,hr,1311,4486,5100,0.8796,0.8732
50058-4,MDA-MB-231,10059-101-1,AZD-6482,0.37,uM,LJP5,3,I04,72,hr,1311,4423,5010,0.8827,0.8750
50058-4,MDA-MB-231,10059-101-1,AZD-6482,1.11,uM,LJP5,1,I03,72,hr,1311,4310,5128,0.8404,0.8308
50058-4,MDA-MB-231,10059-101-1,AZD-6482,1.11,uM,LJP5,2,I03,72,hr,1311,4093,5100,0.8026,0.7876
50058-4,MDA-MB-231,10059-101-1,AZD-6482,1.11,uM,LJP5,3,I03,72,hr,1311,4119,5010,0.8220,0.8072
50058-4,MDA-MB-231,10059-101-1,AZD-6482,3.33,uM,LJP5,1,I02,72,hr,1311,4064,5128,0.7925,0.7769
50058-4,MDA-MB-231,10059-101-1,AZD-6482,3.33,uM,LJP5,2,I02,72,hr,1311,3739,5100,0.7331,0.7069
50058-4,MDA-MB-231,10059-101-1,AZD-6482,3.33,uM,LJP5,3,I02,72,hr,1311,3733,5010,0.7450,0.7175
50058-4,MDA-MB-231,10059-101-1,AZD-6482,10,uM,LJP5,1,I01,72,hr,1311,3330,5128,0.6493,0.6058
50058-4,MDA-MB-231,10059-101-1,AZD-6482,10,uM,LJP5,2,I01,72,hr,1311,2793,5100,0.5477,0.4708
50058-4,MDA-MB-231,10059-101-1,AZD-6482,10,uM,LJP5,3,I01,72,hr,1311,2881,5010,0.5750,0.5022
50058-4,MDA-MB-231,10061-101-1,NU7441,0.04,uM,LJP5,1,C12,72,hr,1311,4866,5128,0.9488,0.9473
50058-4,MDA-MB-231,10061-101-1,NU7441,0.04,uM,LJP5,2,C12,72,hr,1311,5306,5100,1.0404,1.0408
50058-4,MDA-MB-231,10061-101-1,NU7441,0.04,uM,LJP5,3,C12,72,hr,1311,4720,5010,0.9420,0.9391
50058-4,MDA-MB-231,10061-101-1,NU7441,0.12,uM,LJP5,1,C11,72,hr,1311,4523,5128,0.8820,0.8763
50058-4,MDA-MB-231,10061-101-1,NU7441,0.12,uM,LJP5,2,C11,72,hr,1311,4934,5100,0.9675,0.9665
50058-4,MDA-MB-231,10061-101-1,NU7441,0.12,uM,LJP5,3,C11,72,hr,1311,4431,5010,0.8843,0.8768
50058-4,MDA-MB-231,10061-101-1,NU7441,0.37,uM,LJP5,1,C10,72,hr,1311,4372,5128,0.8525,0.8442
50058-4,MDA-MB-231,10061-101-1,NU7441,0.37,uM,LJP5,2,C10,72,hr,1311,4834,5100,0.9478,0.9461
50058-4,MDA-MB-231,10061-101-1,NU7441,0.37,uM,LJP5,3,C10,72,hr,1311,4412,5010,0.8805,0.8726
50058-4,MDA-MB-231,10061-101-1,NU7441,1.11,uM,LJP5,1,C09,72,hr,1311,4442,5128,0.8662,0.8591
50058-4,MDA-MB-231,10061-101-1,NU7441,1.11,uM,LJP5,2,C09,72,hr,1311,4685,5100,0.9186,0.9152
50058-4,MDA-MB-231,10061-101-1,NU7441,1.11,uM,LJP5,3,C09,72,hr,1311,4256,5010,0.8494,0.8381
50058-4,MDA-MB-231,10061-101-1,NU7441,3.33,uM,LJP5,1,C08,72,hr,1311,3601,5128,0.7022,0.6710
50058-4,MDA-MB-231,10061-101-1,NU7441,3.33,uM,LJP5,2,C08,72,hr,1311,4049,5100,0.7939,0.7778
50058-4,MDA-MB-231,10061-101-1,NU7441,3.33,uM,LJP5,3,C08,72,hr,1311,3569,5010,0.7123,0.6781
50058-4,MDA-MB-231,10061-101-1,NU7441,10,uM,LJP5,1,C07,72,hr,1311,2184,5128,0.4259,0.2959
50058-4,MDA-MB-231,10061-101-1,NU7441,10,uM,LJP5,2,C07,72,hr,1311,2407,5100,0.4720,0.3632
50058-4,MDA-MB-231,10061-101-1,NU7441,10,uM,LJP5,3,C07,72,hr,1311,1992,5010,0.3975,0.2412
50058-4,MDA-MB-231,10063-102-1,OSI-027,0.04,uM,LJP6,1,E12,72,hr,1311,4999,4870,1.0264,1.0278
50058-4,MDA-MB-231,10063-102-1,OSI-027,0.04,uM,LJP6,2,E12,72,hr,1311,5302,4961,1.0686,1.0703
50058-4,MDA-MB-231,10063-102-1,OSI-027,0.04,uM,LJP6,3,E12,72,hr,1311,5068,4973,1.0189,1.0196
50058-4,MDA-MB-231,10063-102-1,OSI-027,0.12,uM,LJP6,1,E11,72,hr,1311,4314,4870,0.8858,0.8759
50058-4,MDA-MB-231,10063-102-1,OSI-027,0.12,uM,LJP6,2,E11,72,hr,1311,4845,4961,0.9765,0.9754
50058-4,MDA-MB-231,10063-102-1,OSI-027,0.12,uM,LJP6,3,E11,72,hr,1311,4345,4973,0.8736,0.8643
50058-4,MDA-MB-231,10063-102-1,OSI-027,0.37,uM,LJP6,1,E10,72,hr,1311,3924,4870,0.8057,0.7843
50058-4,MDA-MB-231,10063-102-1,OSI-027,0.37,uM,LJP6,2,E10,72,hr,1311,4472,4961,0.9013,0.8946
50058-4,MDA-MB-231,10063-102-1,OSI-027,0.37,uM,LJP6,3,E10,72,hr,1311,3860,4973,0.7761,0.7530
50058-4,MDA-MB-231,10063-102-1,OSI-027,1.11,uM,LJP6,1,E09,72,hr,1311,3586,4870,0.7363,0.7013
50058-4,MDA-MB-231,10063-102-1,OSI-027,1.11,uM,LJP6,2,E09,72,hr,1311,4003,4961,0.8068,0.7884
50058-4,MDA-MB-231,10063-102-1,OSI-027,1.11,uM,LJP6,3,E09,72,hr,1311,3607,4973,0.7252,0.6922
50058-4,MDA-MB-231,10063-102-1,OSI-027,3.33,uM,LJP6,1,E08,72,hr,1311,3019,4870,0.6199,0.5534
50058-4,MDA-MB-231,10063-102-1,OSI-027,3.33,uM,LJP6,2,E08,72,hr,1311,3383,4961,0.6818,0.6382
50058-4,MDA-MB-231,10063-102-1,OSI-027,3.33,uM,LJP6,3,E08,72,hr,1311,3037,4973,0.6106,0.5474
50058-4,MDA-MB-231,10063-102-1,OSI-027,10,uM,LJP6,1,E07,72,hr,1311,2125,4870,0.4363,0.2904
50058-4,MDA-MB-231,10063-102-1,OSI-027,10,uM,LJP6,2,E07,72,hr,1311,2499,4961,0.5037,0.3991
50058-4,MDA-MB-231,10063-102-1,OSI-027,10,uM,LJP6,3,E07,72,hr,1311,2139,4973,0.4301,0.2896
50058-4,MDA-MB-231,10064-101-1,WYE-125132,0.04,uM,LJP6,1,L12,72,hr,1311,3164,4870,0.6497,0.5924
50058-4,MDA-MB-231,10064-101-1,WYE-125132,0.04,uM,LJP6,2,L12,72,hr,1311,3150,4961,0.6349,0.5784
50058-4,MDA-MB-231,10064-101-1,WYE-125132,0.04,uM,LJP6,3,L12,72,hr,1311,3071,4973,0.6174,0.5564
50058-4,MDA-MB-231,10064-101-1,WYE-125132,0.12,uM,LJP6,1,L11,72,hr,1311,2553,4870,0.5242,0.4217
50058-4,MDA-MB-231,10064-101-1,WYE-125132,0.12,uM,LJP6,2,L11,72,hr,1311,2274,4961,0.4583,0.3320
50058-4,MDA-MB-231,10064-101-1,WYE-125132,0.12,uM,LJP6,3,L11,72,hr,1311,2562,4973,0.5151,0.4164
50058-4,MDA-MB-231,10064-101-1,WYE-125132,0.37,uM,LJP6,1,L10,72,hr,1311,2232,4870,0.4583,0.3243
50058-4,MDA-MB-231,10064-101-1,WYE-125132,0.37,uM,LJP6,2,L10,72,hr,1311,1934,4961,0.3898,0.2242
50058-4,MDA-MB-231,10064-101-1,WYE-125132,0.37,uM,LJP6,3,L10,72,hr,1311,2285,4973,0.4594,0.3346
50058-4,MDA-MB-231,10064-101-1,WYE-125132,1.11,uM,LJP6,1,L09,72,hr,1311,2048,4870,0.4205,0.2654
50058-4,MDA-MB-231,10064-101-1,WYE-125132,1.11,uM,LJP6,2,L09,72,hr,1311,1833,4961,0.3694,0.1905
50058-4,MDA-MB-231,10064-101-1,WYE-125132,1.11,uM,LJP6,3,L09,72,hr,1311,2109,4973,0.4240,0.2801
50058-4,MDA-MB-231,10064-101-1,WYE-125132,3.33,uM,LJP6,1,L08,72,hr,1311,1940,4870,0.3983,0.2297
50058-4,MDA-MB-231,10064-101-1,WYE-125132,3.33,uM,LJP6,2,L08,72,hr,1311,1800,4961,0.3628,0.1792
50058-4,MDA-MB-231,10064-101-1,WYE-125132,3.33,uM,LJP6,3,L08,72,hr,1311,1837,4973,0.3693,0.1914
50058-4,MDA-MB-231,10064-101-1,WYE-125132,10,uM,LJP6,1,L07,72,hr,1311,1397,4870,0.2869,0.0338
50058-4,MDA-MB-231,10064-101-1,WYE-125132,10,uM,LJP6,2,L07,72,hr,1311,1473,4961,0.2969,0.0623
50058-4,MDA-MB-231,10064-101-1,WYE-125132,10,uM,LJP6,3,L07,72,hr,1311,1439,4973,0.2893,0.0493
50058-4,MDA-MB-231,10067-101-1,Barasertib,0.04,uM,LJP5,1,D12,72,hr,1311,1911,5128,0.3726,0.2108
50058-4,MDA-MB-231,10067-101-1,Barasertib,0.04,uM,LJP5,2,D12,72,hr,1311,1978,5100,0.3878,0.2333
50058-4,MDA-MB-231,10067-101-1,Barasertib,0.04,uM,LJP5,3,D12,72,hr,1311,1936,5010,0.3864,0.2230
50058-4,MDA-MB-231,10067-101-1,Barasertib,0.12,uM,LJP5,1,D11,72,hr,1311,1477,5128,0.2880,0.0622
50058-4,MDA-MB-231,10067-101-1,Barasertib,0.12,uM,LJP5,2,D11,72,hr,1311,1744,5100,0.3420,0.1565
50058-4,MDA-MB-231,10067-101-1,Barasertib,0.12,uM,LJP5,3,D11,72,hr,1311,1664,5010,0.3321,0.1309
50058-4,MDA-MB-231,10067-101-1,Barasertib,0.37,uM,LJP5,1,D10,72,hr,1311,1628,5128,0.3175,0.1161
50058-4,MDA-MB-231,10067-101-1,Barasertib,0.37,uM,LJP5,2,D10,72,hr,1311,1691,5100,0.3316,0.1384
50058-4,MDA-MB-231,10067-101-1,Barasertib,0.37,uM,LJP5,3,D10,72,hr,1311,1693,5010,0.3379,0.1411
50058-4,MDA-MB-231,10067-101-1,Barasertib,1.11,uM,LJP5,1,D09,72,hr,1311,1639,5128,0.3196,0.1199
50058-4,MDA-MB-231,10067-101-1,Barasertib,1.11,uM,LJP5,2,D09,72,hr,1311,1719,5100,0.3371,0.1480
50058-4,MDA-MB-231,10067-101-1,Barasertib,1.11,uM,LJP5,3,D09,72,hr,1311,1611,5010,0.3215,0.1121
50058-4,MDA-MB-231,10067-101-1,Barasertib,3.33,uM,LJP5,1,D08,72,hr,1311,1575,5128,0.3071,0.0975
50058-4,MDA-MB-231,10067-101-1,Barasertib,3.33,uM,LJP5,2,D08,72,hr,1311,1758,5100,0.3447,0.1612
50058-4,MDA-MB-231,10067-101-1,Barasertib,3.33,uM,LJP5,3,D08,72,hr,1311,1490,5010,0.2974,0.0681
50058-4,MDA-MB-231,10067-101-1,Barasertib,10,uM,LJP5,1,D07,72,hr,1311,1581,5128,0.3083,0.0996
50058-4,MDA-MB-231,10067-101-1,Barasertib,10,uM,LJP5,2,D07,72,hr,1311,1504,5100,0.2949,0.0723
50058-4,MDA-MB-231,10067-101-1,Barasertib,10,uM,LJP5,3,D07,72,hr,1311,1438,5010,0.2870,0.0487
50058-4,MDA-MB-231,10068-101-1,Vemurafenib,0.04,uM,LJP5,1,C18,72,hr,1311,4827,5128,0.9412,0.9394
50058-4,MDA-MB-231,10068-101-1,Vemurafenib,0.04,uM,LJP5,2,C18,72,hr,1311,4973,5100,0.9751,0.9744
50058-4,MDA-MB-231,10068-101-1,Vemurafenib,0.04,uM,LJP5,3,C18,72,hr,1311,4742,5010,0.9464,0.9438
50058-4,MDA-MB-231,10068-101-1,Vemurafenib,0.12,uM,LJP5,1,C17,72,hr,1311,4799,5128,0.9358,0.9336
50058-4,MDA-MB-231,10068-101-1,Vemurafenib,0.12,uM,LJP5,2,C17,72,hr,1311,4899,5100,0.9606,0.9594
50058-4,MDA-MB-231,10068-101-1,Vemurafenib,0.12,uM,LJP5,3,C17,72,hr,1311,4820,5010,0.9619,0.9602
50058-4,MDA-MB-231,10068-101-1,Vemurafenib,0.37,uM,LJP5,1,C16,72,hr,1311,4761,5128,0.9284,0.9258
50058-4,MDA-MB-231,10068-101-1,Vemurafenib,0.37,uM,LJP5,2,C16,72,hr,1311,5260,5100,1.0314,1.0318
50058-4,MDA-MB-231,10068-101-1,Vemurafenib,0.37,uM,LJP5,3,C16,72,hr,1311,4451,5010,0.8883,0.8811
50058-4,MDA-MB-231,10068-101-1,Vemurafenib,1.11,uM,LJP5,1,C15,72,hr,1311,4870,5128,0.9496,0.9481
50058-4,MDA-MB-231,10068-101-1,Vemurafenib,1.11,uM,LJP5,2,C15,72,hr,1311,4742,5100,0.9298,0.9271
50058-4,MDA-MB-231,10068-101-1,Vemurafenib,1.11,uM,LJP5,3,C15,72,hr,1311,4583,5010,0.9146,0.9098
50058-4,MDA-MB-231,10068-101-1,Vemurafenib,3.33,uM,LJP5,1,C14,72,hr,1311,4097,5128,0.7989,0.7843
50058-4,MDA-MB-231,10068-101-1,Vemurafenib,3.33,uM,LJP5,2,C14,72,hr,1311,4226,5100,0.8286,0.8170
50058-4,MDA-MB-231,10068-101-1,Vemurafenib,3.33,uM,LJP5,3,C14,72,hr,1311,3859,5010,0.7701,0.7473
50058-4,MDA-MB-231,10068-101-1,Vemurafenib,10,uM,LJP5,1,C13,72,hr,1311,2660,5128,0.5187,0.4325
50058-4,MDA-MB-231,10068-101-1,Vemurafenib,10,uM,LJP5,2,C13,72,hr,1311,2858,5100,0.5604,0.4882
