cell_line	drug	concentration	cell_count__time0	cell_count	cell_count__ctrl	log10_concentration	GR	rel_cell_count	ctrl_cell_doublings	experiment
MCF 10A	Dovitinib	1.11	962	1676	10512	0.045322978786657475	0.17459097263780454	0.15943683409436835	3.449856476552288	MCF 10A Dovitinib
MCF 10A	Dovitinib	3.33	962	1141	10512	0.5224442335063199	0.050708435623948445	0.10854261796042618	3.449856476552288	MCF 10A Dovitinib
MCF 10A	Dovitinib	10	962	921	10512	1	-0.012545632259270634	0.08761415525114155	3.449856476552288	MCF 10A Dovitinib
MCF 10A	Enzastaurin	0.04	513	10269	10362	-1.3979400086720375	0.9958460151511992	0.9910248986682108	4.336199852643026	MCF 10A Enzastaurin
MCF 10A	Enzastaurin	0.12	513	10051	10362	-0.9208187539523752	0.9859940449878382	0.9699864890947694	4.336199852643026	MCF 10A Enzastaurin
MCF 10A	Enzastaurin	0.37	513	9980	10362	-0.431798275933005	0.9827498927304286	0.9631345300135109	4.336199852643026	MCF 10A Enzastaurin
MCF 10A	Enzastaurin	1.11	513	10017	10362	0.045322978786657475	0.9844427149171149	0.9667052692530399	4.336199852643026	MCF 10A Enzastaurin
MCF 10A	Enzastaurin	3.33	513	9146	10362	0.5224442335063199	0.94324569488259	0.8826481374252075	4.336199852643026	MCF 10A Enzastaurin
MCF 10A	Enzastaurin	10	513	7625	10362	1	0.8634210271117047	0.7358618027407836	4.336199852643026	MCF 10A Enzastaurin
MCF 10A	Enzastaurin	0.04	1694	11228	11103	-1.3979400086720375	1.008271841156596	1.0112582184995047	2.712443761689178	MCF 10A Enzastaurin
MCF 10A	Enzastaurin	0.12	1694	11143	11103	-0.9208187539523752	1.0026533570855927	1.0036026299198415	2.712443761689178	MCF 10A Enzastaurin
MCF 10A	Enzastaurin	0.37	1694	11178	11103	-0.431798275933005	1.0049701161643565	1.0067549310997028	2.712443761689178	MCF 10A Enzastaurin
MCF 10A	Enzastaurin	1.11	1694	11564	11103	0.045322978786657475	1.0302222563116623	1.0415203098261732	2.712443761689178	MCF 10A Enzastaurin
MCF 10A	Enzastaurin	3.33	1694	11663	11103	0.5224442335063199	1.0366128347075674	1.0504368188777808	2.712443761689178	MCF 10A Enzastaurin
MCF 10A	Enzastaurin	10	1694	12028	11103	1	1.0598825405193177	1.0833108168963343	2.712443761689178	MCF 10A Enzastaurin
MCF 10A	Enzastaurin	0.04	962	10758	10512	-1.3979400086720375	1.0134555913675682	1.0234018264840183	3.449856476552288	MCF 10A Enzastaurin
MCF 10A	Enzastaurin	0.12	962	10762	10512	-0.9208187539523752	1.0136725675941167	1.0237823439878235	3.449856476552288	MCF 10A Enzastaurin
MCF 10A	Enzastaurin	0.37	962	10851	10512	-0.431798275933005	1.0184855439448106	1.0322488584474885	3.449856476552288	MCF 10A Enzastaurin
MCF 10A	Enzastaurin	1.11	962	11253	10512	0.045322978786657475	1.0398823738688106	1.0704908675799087	3.449856476552288	MCF 10A Enzastaurin
MCF 10A	Enzastaurin	3.33	962	11572	10512	0.5224442335063199	1.0564783562808153	1.1008371385083713	3.449856476552288	MCF 10A Enzastaurin
MCF 10A	Enzastaurin	10	962	11123	10512	1	1.0330232492400775	1.0581240487062404	3.449856476552288	MCF 10A Enzastaurin
MCF 10A	Erlotinib	0.04	513	9926	10362	-1.3979400086720375	0.9802706000599886	0.9579231808531171	4.336199852643026	MCF 10A Erlotinib
MCF 10A	Erlotinib	0.12	513	8611	10362	-0.9208187539523752	0.9164201180352249	0.8310171781509361	4.336199852643026	MCF 10A Erlotinib
MCF 10A	Erlotinib	0.37	513	2357	10362	-0.431798275933005	0.42142549056630885	0.2274657402045937	4.336199852643026	MCF 10A Erlotinib
MCF 10A	Erlotinib	1.11	513	626	10362	0.045322978786657475	0.046980079673218045	0.06041304767419417	4.336199852643026	MCF 10A Erlotinib
MCF 10A	Erlotinib	3.33	513	667	10362	0.5224442335063199	0.0624102552385537	0.06436981277745608	4.336199852643026	MCF 10A Erlotinib
MCF 10A	Erlotinib	10	513	773	10362	1	0.09916805086145253	0.07459949816637715	4.336199852643026	MCF 10A Erlotinib
MCF 10A	Erlotinib	0.04	1694	10798	11103	-1.3979400086720375	0.9795668549246588	0.9725299468612086	2.712443761689178	MCF 10A Erlotinib
MCF 10A	Erlotinib	0.12	1694	9664	11103	-0.9208187539523752	0.9002258995663963	0.8703953886337026	2.712443761689178	MCF 10A Erlotinib
MCF 10A	Erlotinib	0.37	1694	6099	11103	-0.431798275933005	0.6036459204922195	0.5493109970278303	2.712443761689178	MCF 10A Erlotinib
MCF 10A	Erlotinib	1.11	1694	2452	11103	0.045322978786657475	0.14607015622890995	0.220841214086283	2.712443761689178	MCF 10A Erlotinib
MCF 10A	Erlotinib	3.33	1694	2713	11103	0.5224442335063199	0.18961568945944474	0.24434837431324868	2.712443761689178	MCF 10A Erlotinib
MCF 10A	Erlotinib	10	1694	2603	11103	1	0.17160060468364247	0.2344411420336846	2.712443761689178	MCF 10A Erlotinib
MCF 10A	Erlotinib	0.04	962	9767	10512	-1.3979400086720375	0.9578356383853912	0.9291286149162862	3.449856476552288	MCF 10A Erlotinib
MCF 10A	Erlotinib	0.12	962	5630	10512	-0.9208187539523752	0.6688784587111543	0.5355783866057838	3.449856476552288	MCF 10A Erlotinib
MCF 10A	Erlotinib	0.37	962	2213	10512	-0.431798275933005	0.2731388367677461	0.2105213089802131	3.449856476552288	MCF 10A Erlotinib
MCF 10A	Erlotinib	1.11	962	1460	10512	0.045322978786657475	0.1285413709630001	0.1388888888888889	3.449856476552288	MCF 10A Erlotinib
MCF 10A	Erlotinib	3.33	962	1534	10512	0.5224442335063199	0.14483172930520904	0.14592846270928464	3.449856476552288	MCF 10A Erlotinib
MCF 10A	Erlotinib	10	962	1501	10512	1	0.13763765605463107	0.14278919330289194	3.449856476552288	MCF 10A Erlotinib
MCF 10A	Fedratinib	0.04	513	10336	10362	-1.3979400086720375	0.9988415692173582	0.9974908318857364	4.336199852643026	MCF 10A Fedratinib
MCF 10A	Fedratinib	0.12	513	9869	10362	-0.9208187539523752	0.97764228498048	0.9524223122949238	4.336199852643026	MCF 10A Fedratinib
MCF 10A	Fedratinib	0.37	513	9475	10362	-0.431798275933005	0.9591479043952507	0.914398764717236	4.336199852643026	MCF 10A Fedratinib
MCF 10A	Fedratinib	1.11	513	7786	10362	0.045322978786657475	0.8724219977489014	0.7513993437560317	4.336199852643026	MCF 10A Fedratinib
MCF 10A	Fedratinib	3.33	513	1665	10362	0.5224442335063199	0.31193882819647745	0.16068326577880718	4.336199852643026	MCF 10A Fedratinib
MCF 10A	Fedratinib	10	513	570	10362	1	0.02459549122177762	0.05500868558193399	4.336199852643026	MCF 10A Fedratinib
MCF 10A	Fedratinib	0.04	1694	11139	11103	-1.3979400086720375	1.0023882922480816	1.0032423669278574	2.712443761689178	MCF 10A Fedratinib
MCF 10A	Fedratinib	0.12	1694	10674	11103	-0.9208187539523752	0.9711554387931101	0.9613617941097001	2.712443761689178	MCF 10A Fedratinib
MCF 10A	Fedratinib	0.37	1694	10354	11103	-0.431798275933005	0.949159565809931	0.9325407547509682	2.712443761689178	MCF 10A Fedratinib
MCF 10A	Fedratinib	1.11	1694	9912	11103	0.045322978786657475	0.918060177187993	0.8927316941367198	2.712443761689178	MCF 10A Fedratinib
MCF 10A	Fedratinib	3.33	1694	7024	11103	0.5224442335063199	0.689341955425858	0.6326218139241646	2.712443761689178	MCF 10A Fedratinib
MCF 10A	Fedratinib	10	1694	2149	11103	1	0.09167212692076965	0.19355129244348374	2.712443761689178	MCF 10A Fedratinib
MCF 10A	Fedratinib	0.04	962	9927	10512	-1.3979400086720375	0.9670788729826698	0.9443493150684932	3.449856476552288	MCF 10A Fedratinib
MCF 10A	Fedratinib	0.12	962	9510	10512	-0.9208187539523752	0.9427609876238563	0.9046803652968036	3.449856476552288	MCF 10A Fedratinib
MCF 10A	Fedratinib	0.37	962	8912	10512	-0.431798275933005	0.9065296912852885	0.84779299847793	3.449856476552288	MCF 10A Fedratinib
MCF 10A	Fedratinib	1.11	962	7838	10512	0.045322978786657475	0.8368669781458806	0.7456240487062404	3.449856476552288	MCF 10A Fedratinib
MCF 10A	Fedratinib	3.33	962	4226	10512	0.5224442335063199	0.535724737677558	0.4020167427701674	3.449856476552288	MCF 10A Fedratinib
MCF 10A	Fedratinib	10	962	1123	10512	1	0.04587655818228309	0.1068302891933029	3.449856476552288	MCF 10A Fedratinib
MCF 10A	Foretinib	0.04	513	11133	10362	-1.3979400086720375	1.0333774337607884	1.0744064852345108	4.336199852643026	MCF 10A Foretinib
MCF 10A	Foretinib	0.12	513	10269	10362	-0.9208187539523752	0.9958460151511992	0.9910248986682108	4.336199852643026	MCF 10A Foretinib
MCF 10A	Foretinib	0.37	513	8179	10362	-0.431798275933005	0.8938067443606841	0.7893263848677862	4.336199852643026	MCF 10A Foretinib
MCF 10A	Foretinib	1.11	513	2122	10362	0.045322978786657475	0.38740962652542743	0.20478672071028758	4.336199852643026	MCF 10A Foretinib
MCF 10A	Foretinib	3.33	513	1147	10362	0.5224442335063199	0.2038935492853553	0.1106929164254005	4.336199852643026	MCF 10A Foretinib
MCF 10A	Foretinib	10	513	463	10362	1	-0.023372004438035443	0.04468249372707971	4.336199852643026	MCF 10A Foretinib
MCF 10A	Foretinib	0.04	1694	11930	11103	-1.3979400086720375	1.0536790678717192	1.0744843735927228	2.712443761689178	MCF 10A Foretinib
MCF 10A	Foretinib	0.12	1694	11382	11103	-0.9208187539523752	1.018383202834638	1.0251283436908945	2.712443761689178	MCF 10A Foretinib
MCF 10A	Foretinib	0.37	1694	10225	11103	-0.431798275933005	0.9401711224449039	0.9209222732594794	2.712443761689178	MCF 10A Foretinib
MCF 10A	Foretinib	1.11	1694	5525	11103	0.045322978786657475	0.5462608954697428	0.497613257678105	2.712443761689178	MCF 10A Foretinib
MCF 10A	Foretinib	3.33	1694	2325	11103	0.5224442335063199	0.12381756701128155	0.20940286409078626	2.712443761689178	MCF 10A Foretinib
MCF 10A	Foretinib	10	1694	1417	11103	1	-0.06370668780837752	0.12762316491038458	2.712443761689178	MCF 10A Foretinib
MCF 10A	Foretinib	0.04	962	10370	10512	-1.3979400086720375	0.9921308807233677	0.9864916286149162	3.449856476552288	MCF 10A Foretinib
MCF 10A	Foretinib	0.12	962	9846	10512	-0.9208187539523752	0.9624128161445085	0.9366438356164384	3.449856476552288	MCF 10A Foretinib
MCF 10A	Foretinib	0.37	962	8386	10512	-0.431798275933005	0.8732044931951894	0.7977549467275494	3.449856476552288	MCF 10A Foretinib
MCF 10A	Foretinib	1.11	962	2756	10512	0.045322978786657475	0.3567488623186774	0.2621765601217656	3.449856476552288	MCF 10A Foretinib
MCF 10A	Foretinib	3.33	962	1490	10512	0.5224442335063199	0.13521468480972354	0.1417427701674277	3.449856476552288	MCF 10A Foretinib
MCF 10A	Foretinib	10	962	930	10512	1	-0.00975824211115417	0.0884703196347032	3.449856476552288	MCF 10A Foretinib
MCF 10A	GDC-0980	0.04	513	5062	10362	-1.3979400086720375	0.6954313190214871	0.4885157305539471	4.336199852643026	MCF 10A GDC-0980
MCF 10A	GDC-0980	0.12	513	2441	10362	-0.9208187539523752	0.43295107711585734	0.23557228334298397	4.336199852643026	MCF 10A GDC-0980
MCF 10A	GDC-0980	0.37	513	967	10362	-0.431798275933005	0.15741970467711286	0.09332175255742135	4.336199852643026	MCF 10A GDC-0980
MCF 10A	GDC-0980	1.11	513	641	10362	0.045322978786657475	0.0527130592603382	0.06186064466319243	4.336199852643026	MCF 10A GDC-0980
MCF 10A	GDC-0980	3.33	513	603	10362	0.5224442335063199	0.037980700217042695	0.058193398957730166	4.336199852643026	MCF 10A GDC-0980
MCF 10A	GDC-0980	10	513	572	10362	1	0.025423457973262842	0.055201698513800426	4.336199852643026	MCF 10A GDC-0980
MCF 10A	GDC-0980	0.04	1694	10202	11103	-1.3979400086720375	0.9385610239177435	0.9188507610555706	2.712443761689178	MCF 10A GDC-0980
MCF 10A	GDC-0980	0.12	1694	7230	11103	-0.9208187539523752	0.7074413351818489	0.6511753580113483	2.712443761689178	MCF 10A GDC-0980
MCF 10A	GDC-0980	0.37	1694	4209	11103	-0.431798275933005	0.39869501989022726	0.37908673331532017	2.712443761689178	MCF 10A GDC-0980
MCF 10A	GDC-0980	1.11	1694	2526	11103	0.045322978786657475	0.15870214571694374	0.22750607943798973	2.712443761689178	MCF 10A GDC-0980
MCF 10A	GDC-0980	3.33	1694	2387	11103	0.5224442335063199	0.13477440153624576	0.21498694046654057	2.712443761689178	MCF 10A GDC-0980
MCF 10A	GDC-0980	10	1694	2118	11103	1	0.08583975186672066	0.19075925425560658	2.712443761689178	MCF 10A GDC-0980
MCF 10A	GDC-0980	0.04	962	8572	10512	-1.3979400086720375	0.88515404032939	0.8154490106544902	3.449856476552288	MCF 10A GDC-0980
MCF 10A	GDC-0980	0.12	962	4274	10512	-0.9208187539523752	0.540760675657902	0.4065829528158295	3.449856476552288	MCF 10A GDC-0980
MCF 10A	GDC-0980	0.37	962	1899	10512	-0.431798275933005	0.21790167034574348	0.18065068493150685	3.449856476552288	MCF 10A GDC-0980
MCF 10A	GDC-0980	1.11	962	1397	10512	0.045322978786657475	0.11420386161363205	0.1328957382039574	3.449856476552288	MCF 10A GDC-0980
MCF 10A	GDC-0980	3.33	962	1254	10512	0.5224442335063199	0.07986687288950134	0.11929223744292237	3.449856476552288	MCF 10A GDC-0980
MCF 10A	GDC-0980	10	962	954	10512	1	-0.0024176890857980915	0.09075342465753425	3.449856476552288	MCF 10A GDC-0980
MCF 10A	Gefitinib	0.04	513	7067	10473	-1.3979400086720375	0.8271387890423618	0.6747827747541296	4.351572126666856	MCF 10A Gefitinib
MCF 10A	Gefitinib	0.12	513	2719	10473	-0.9208187539523752	0.4670459529848434	0.2596199751742576	4.351572126666856	MCF 10A Gefitinib
MCF 10A	Gefitinib	0.37	513	1020	10473	-0.431798275933005	0.17109451649947682	0.097393297049556	4.351572126666856	MCF 10A Gefitinib
MCF 10A	Gefitinib	1.11	513	863	10473	0.045322978786657475	0.12696586893648654	0.08240236799388904	4.351572126666856	MCF 10A Gefitinib
MCF 10A	Gefitinib	3.33	513	786	10473	0.5224442335063199	0.10302029201384366	0.07505012890289316	4.351572126666856	MCF 10A Gefitinib
MCF 10A	Gefitinib	10	513	824	10473	1	0.11505301264422108	0.07867850663611191	4.351572126666856	MCF 10A Gefitinib
MCF 10A	Gefitinib	0.04	1694	10005	11217	-1.3979400086720375	0.9178774551884539	0.8919497191762503	2.727181097247126	MCF 10A Gefitinib
MCF 10A	Gefitinib	0.12	1694	6990	11217	-0.9208187539523752	0.6815674767083506	0.6231612730676651	2.727181097247126	MCF 10A Gefitinib
MCF 10A	Gefitinib	0.37	1694	3801	11217	-0.431798275933005	0.3449267366861324	0.3388606579299278	2.727181097247126	MCF 10A Gefitinib
MCF 10A	Gefitinib	1.11	1694	2260	11217	0.045322978786657475	0.1114921193653362	0.2014798965855398	2.727181097247126	MCF 10A Gefitinib
MCF 10A	Gefitinib	3.33	1694	2475	11217	0.5224442335063199	0.1491534385023885	0.22064723188018187	2.727181097247126	MCF 10A Gefitinib
MCF 10A	Gefitinib	10	1694	2309	11217	1	0.12026865247458796	0.20584826602478382	2.727181097247126	MCF 10A Gefitinib
MCF 10A	Gefitinib	0.04	962	9196	10692	-1.3979400086720375	0.9150894800560638	0.8600823045267489	3.4743510384730363	MCF 10A Gefitinib
MCF 10A	Gefitinib	0.12	962	5221	10692	-0.9208187539523752	0.6271553405950219	0.4883090160867939	3.4743510384730363	MCF 10A Gefitinib
MCF 10A	Gefitinib	0.37	962	2267	10692	-0.431798275933005	0.27982303777499973	0.21202768424990648	3.4743510384730363	MCF 10A Gefitinib
MCF 10A	Gefitinib	1.11	962	1470	10692	0.045322978786657475	0.12979715586959828	0.13748597081930417	3.4743510384730363	MCF 10A Gefitinib
MCF 10A	Gefitinib	3.33	962	1402	10692	0.5224442335063199	0.11450017853395034	0.13112607557052003	3.4743510384730363	MCF 10A Gefitinib
MCF 10A	Gefitinib	10	962	1262	10692	1	0.0812593378494415	0.11803217358772915	3.4743510384730363	MCF 10A Gefitinib
MCF 10A	Geldanamycin	0.04	513	607	10362	-1.3979400086720375	0.039564562156929384	0.05857942482146304	4.336199852643026	MCF 10A Geldanamycin
MCF 10A	Geldanamycin	0.04	513	641	10473	-1.3979400086720375	0.05252203962988	0.06120500334192686	4.351572126666856	MCF 10A Geldanamycin
MCF 10A	Geldanamycin	0.12	513	528	10362	-0.9208187539523752	0.006668610582737378	0.050955414012738856	4.336199852643026	MCF 10A Geldanamycin
MCF 10A	Geldanamycin	0.12	513	554	10473	-0.9208187539523752	0.017826233920063217	0.05289792800534708	4.351572126666856	MCF 10A Geldanamycin
MCF 10A	Geldanamycin	0.37	513	539	10362	-0.431798275933005	0.011466871516704336	0.05201698513800425	4.336199852643026	MCF 10A Geldanamycin
MCF 10A	Geldanamycin	0.37	513	507	10473	-0.431798275933005	-0.002699932792185611	0.04841019765110283	4.351572126666856	MCF 10A Geldanamycin
MCF 10A	Geldanamycin	1.11	513	494	10362	0.045322978786657475	-0.008665782784523346	0.04767419417100946	4.336199852643026	MCF 10A Geldanamycin
MCF 10A	Geldanamycin	1.11	513	473	10473	0.045322978786657475	-0.018482496217801514	0.045163754416117634	4.351572126666856	MCF 10A Geldanamycin
MCF 10A	Geldanamycin	3.33	513	389	10362	0.5224442335063199	-0.06181753909583054	0.037541015248021614	4.336199852643026	MCF 10A Geldanamycin
MCF 10A	Geldanamycin	3.33	513	393	10473	0.5224442335063199	-0.05939733361171551	0.03752506445144658	4.351572126666856	MCF 10A Geldanamycin
MCF 10A	Geldanamycin	10	513	307	10362	1	-0.1116638689410302	0.02962748504149778	4.336199852643026	MCF 10A Geldanamycin
MCF 10A	Geldanamycin	10	513	262	10473	1	-0.1430803906743322	0.025016709634297717	4.351572126666856	MCF 10A Geldanamycin
MCF 10A	Geldanamycin	0.04	1694	2692	11103	-1.3979400086720375	0.18621254972123769	0.2424569936053319	2.712443761689178	MCF 10A Geldanamycin
MCF 10A	Geldanamycin	0.04	1694	2367	11217	-1.3979400086720375	0.13050607959689398	0.2110189890345012	2.727181097247126	MCF 10A Geldanamycin
MCF 10A	Geldanamycin	0.12	1694	1651	11103	-0.9208187539523752	-0.009434280487515712	0.14869854994145726	2.712443761689178	MCF 10A Geldanamycin
MCF 10A	Geldanamycin	0.12	1694	1293	11217	-0.9208187539523752	-0.09430264730820503	0.11527146295801016	2.727181097247126	MCF 10A Geldanamycin
MCF 10A	Geldanamycin	0.37	1694	1363	11103	-0.431798275933005	-0.07702281709771663	0.12275961451859858	2.712443761689178	MCF 10A Geldanamycin
MCF 10A	Geldanamycin	0.37	1694	1167	11217	-0.431798275933005	-0.12772035560232942	0.10403851297138272	2.727181097247126	MCF 10A Geldanamycin
MCF 10A	Geldanamycin	1.11	1694	1452	11103	0.045322978786657475	-0.055246207047023654	0.13077546609024587	2.712443761689178	MCF 10A Geldanamycin
MCF 10A	Geldanamycin	1.11	1694	1213	11217	0.045322978786657475	-0.11526693621694062	0.10813943122046893	2.727181097247126	MCF 10A Geldanamycin
MCF 10A	Geldanamycin	3.33	1694	1107	11103	0.5224442335063199	-0.14516524838043765	0.09970278303161308	2.712443761689178	MCF 10A Geldanamycin
MCF 10A	Geldanamycin	3.33	1694	1042	11217	0.5224442335063199	-0.1632148171621215	0.09289471338147455	2.727181097247126	MCF 10A Geldanamycin
MCF 10A	Geldanamycin	10	1694	925	11103	1	-0.1999380030151744	0.08331081689633432	2.712443761689178	MCF 10A Geldanamycin
MCF 10A	Geldanamycin	10	1694	819	11217	1	-0.23393557745825144	0.07301417491307836	2.727181097247126	MCF 10A Geldanamycin
MCF 10A	Geldanamycin	0.04	962	1729	10512	-1.3979400086720375	0.18523903472708336	0.1644786910197869	3.449856476552288	MCF 10A Geldanamycin
MCF 10A	Geldanamycin	0.04	962	1229	10692	-1.3979400086720375	0.07304454184692055	0.11494575383464273	3.4743510384730363	MCF 10A Geldanamycin
MCF 10A	Geldanamycin	0.12	962	1004	10512	-0.9208187539523752	0.012463883270716902	0.09550989345509893	3.449856476552288	MCF 10A Geldanamycin
MCF 10A	Geldanamycin	0.12	962	786	10692	-0.9208187539523752	-0.05649814642286588	0.07351290684624018	3.4743510384730363	MCF 10A Geldanamycin
MCF 10A	Geldanamycin	0.37	962	840	10512	-0.431798275933005	-0.038547025269351054	0.07990867579908675	3.449856476552288	MCF 10A Geldanamycin
MCF 10A	Geldanamycin	0.37	962	706	10692	-0.431798275933005	-0.08520234063234156	0.06603067714178826	3.4743510384730363	MCF 10A Geldanamycin
MCF 10A	Geldanamycin	1.11	962	815	10512	0.045322978786657475	-0.04693064707873196	0.07753044140030442	3.449856476552288	MCF 10A Geldanamycin
MCF 10A	Geldanamycin	1.11	962	711	10692	0.045322978786657475	-0.08334229135231064	0.0664983164983165	3.4743510384730363	MCF 10A Geldanamycin
MCF 10A	Geldanamycin	3.33	962	807	10512	0.5224442335063199	-0.04965194050878585	0.07676940639269407	3.449856476552288	MCF 10A Geldanamycin
MCF 10A	Geldanamycin	3.33	962	628	10692	0.5224442335063199	-0.11551465689389506	0.05873550317994763	3.4743510384730363	MCF 10A Geldanamycin
MCF 10A	Geldanamycin	10	962	672	10512	1	-0.09876713627116884	0.0639269406392694	3.449856476552288	MCF 10A Geldanamycin
MCF 10A	Geldanamycin	10	962	393	10692	1	-0.22714283058822105	0.03675645342312009	3.4743510384730363	MCF 10A Geldanamycin
MCF 10A	GSK 690693	0.04	513	9415	10362	-1.3979400086720375	0.9562798287767353	0.908608376761243	4.336199852643026	MCF 10A GSK 690693
MCF 10A	GSK 690693	0.12	513	9574	10362	-0.9208187539523752	0.9638498270587645	0.9239529048446246	4.336199852643026	MCF 10A GSK 690693
MCF 10A	GSK 690693	0.37	513	9016	10362	-0.431798275933005	0.9368406996772036	0.8701022968538892	4.336199852643026	MCF 10A GSK 690693
MCF 10A	GSK 690693	1.11	513	7238	10362	0.045322978786657475	0.8411711022249029	0.6985138004246284	4.336199852643026	MCF 10A GSK 690693
MCF 10A	GSK 690693	3.33	513	7222	10362	0.5224442335063199	0.8402316906551639	0.696969696969697	4.336199852643026	MCF 10A GSK 690693
MCF 10A	GSK 690693	10	513	7361	10362	1	0.848339981414842	0.7103840957344142	4.336199852643026	MCF 10A GSK 690693
MCF 10A	GSK 690693	0.04	1694	11282	11103	-1.3979400086720375	1.0118272946730684	1.0161217688912907	2.712443761689178	MCF 10A GSK 690693
MCF 10A	GSK 690693	0.12	1694	11154	11103	-0.9208187539523752	1.0033819757879736	1.004593353147798	2.712443761689178	MCF 10A GSK 690693
MCF 10A	GSK 690693	0.37	1694	10752	11103	-0.431798275933005	0.9764536413343499	0.968386922453391	2.712443761689178	MCF 10A GSK 690693
MCF 10A	GSK 690693	1.11	1694	9787	11103	0.045322978786657475	0.9091067864884184	0.8814734756372151	2.712443761689178	MCF 10A GSK 690693
MCF 10A	GSK 690693	3.33	1694	9870	11103	0.5224442335063199	0.9150598312554585	0.8889489327208863	2.712443761689178	MCF 10A GSK 690693
MCF 10A	GSK 690693	10	1694	10102	11103	1	0.931533824213097	0.9098441862559669	2.712443761689178	MCF 10A GSK 690693
MCF 10A	GSK 690693	0.04	962	10482	10512	-1.3979400086720375	0.9983438279827548	0.9971461187214612	3.449856476552288	MCF 10A GSK 690693
MCF 10A	GSK 690693	0.12	962	9800	10512	-0.9208187539523752	0.9597508097213503	0.9322678843226788	3.449856476552288	MCF 10A GSK 690693
MCF 10A	GSK 690693	0.37	962	8775	10512	-0.431798275933005	0.8979874297779298	0.8347602739726028	3.449856476552288	MCF 10A GSK 690693
MCF 10A	GSK 690693	1.11	962	8343	10512	0.045322978786657475	0.8704152264490912	0.7936643835616438	3.449856476552288	MCF 10A GSK 690693
MCF 10A	GSK 690693	3.33	962	8202	10512	0.5224442335063199	0.8611967865852321	0.7802511415525114	3.449856476552288	MCF 10A GSK 690693
MCF 10A	GSK 690693	10	962	8706	10512	1	0.8936492198018788	0.8281963470319634	3.449856476552288	MCF 10A GSK 690693
MCF 10A	GSK1059615	0.04	513	10000	10362	-1.3979400086720375	0.9836655302008523	0.9650646593321752	4.336199852643026	MCF 10A GSK1059615
MCF 10A	GSK1059615	0.04	513	8625	10473	-1.3979400086720375	0.9127355471067196	0.8235462618160986	4.351572126666856	MCF 10A GSK1059615
MCF 10A	GSK1059615	0.12	513	7518	10362	-0.9208187539523752	0.8573578079767059	0.7255356108859293	4.336199852643026	MCF 10A GSK1059615
MCF 10A	GSK1059615	0.12	513	5019	10473	-0.9208187539523752	0.6889579890204593	0.47923231165855057	4.351572126666856	MCF 10A GSK1059615
MCF 10A	GSK1059615	0.37	513	2539	10362	-0.431798275933005	0.4460181270133696	0.2450299170044393	4.336199852643026	MCF 10A GSK1059615
MCF 10A	GSK1059615	0.37	513	2001	10473	-0.431798275933005	0.3672338299072908	0.19106273274133487	4.351572126666856	MCF 10A GSK1059615
MCF 10A	GSK1059615	1.11	513	593	10362	0.045322978786657475	0.03398537852179251	0.05722833429839799	4.336199852643026	MCF 10A GSK1059615
MCF 10A	GSK1059615	1.11	513	778	10473	0.045322978786657475	0.1004302074824539	0.07428625990642605	4.351572126666856	MCF 10A GSK1059615
MCF 10A	GSK1059615	3.33	513	348	10362	0.5224442335063199	-0.08560825094563551	0.0335842501447597	4.336199852643026	MCF 10A GSK1059615
MCF 10A	GSK1059615	3.33	513	459	10473	0.5224442335063199	-0.025235985768651714	0.0438269836723002	4.351572126666856	MCF 10A GSK1059615
MCF 10A	GSK1059615	10	513	283	10362	1	-0.12818451318219903	0.02731132985910056	4.336199852643026	MCF 10A GSK1059615
MCF 10A	GSK1059615	10	513	317	10473	1	-0.10472176039540515	0.03026830898500907	4.351572126666856	MCF 10A GSK1059615
MCF 10A	GSK1059615	0.04	1694	11327	11103	-1.3979400086720375	1.0147819743287263	1.0201747275511124	2.712443761689178	MCF 10A GSK1059615
MCF 10A	GSK1059615	0.04	1694	11024	11217	-1.3979400086720375	0.987312422085479	0.9827939734331818	2.727181097247126	MCF 10A GSK1059615
MCF 10A	GSK1059615	0.12	1694	10702	11103	-0.9208187539523752	0.9730601612803167	0.9638836350535891	2.712443761689178	MCF 10A GSK1059615
MCF 10A	GSK1059615	0.12	1694	9624	11217	-0.9208187539523752	0.8907673929931417	0.8579834180262103	2.727181097247126	MCF 10A GSK1059615
MCF 10A	GSK1059615	0.37	1694	7368	11103	-0.431798275933005	0.719384742031624	0.6636044312348014	2.712443761689178	MCF 10A GSK1059615
MCF 10A	GSK1059615	0.37	1694	6672	11217	-0.431798275933005	0.6531019288630608	0.5948114469109388	2.727181097247126	MCF 10A GSK1059615
MCF 10A	GSK1059615	1.11	1694	2596	11103	0.045322978786657475	0.17043805434680426	0.23381068179771233	2.712443761689178	MCF 10A GSK1059615
MCF 10A	GSK1059615	1.11	1694	3081	11217	0.045322978786657475	0.2452462451936297	0.2746723722920567	2.727181097247126	MCF 10A GSK1059615
MCF 10A	GSK1059615	3.33	1694	1343	11103	0.5224442335063199	-0.08203916283429835	0.12095829955867783	2.712443761689178	MCF 10A GSK1059615
MCF 10A	GSK1059615	3.33	1694	2032	11217	0.5224442335063199	0.06898451904065195	0.1811536061335473	2.727181097247126	MCF 10A GSK1059615
MCF 10A	GSK1059615	10	1694	1469	11103	1	-0.05118324890534032	0.13230658380617852	2.712443761689178	MCF 10A GSK1059615
MCF 10A	GSK1059615	10	1694	1500	11217	1	-0.043618363319637976	0.1337255950788981	2.727181097247126	MCF 10A GSK1059615
