cell_line	drug	concentration	cell_count__time0	cell_count	cell_count__ctrl	log10_concentration	GR	rel_cell_count	ctrl_cell_doublings	experiment
BT-20	AZD7762	10	1362.6666666666667	569.6666666666666	4327	1	-0.40738149278249913	0.13165395578152683	1.6669344252054261	BT-20 AZD7762
BT-20	AZD8055	0.04	1362.6666666666667	2124.6666666666665	4327	-1.3979400086720375	0.3053353875254734	0.49102534473461207	1.6669344252054261	BT-20 AZD8055
BT-20	AZD8055	0.12	1362.6666666666667	1819.6666666666667	4327	-0.9208187539523752	0.18945829428863337	0.42053770895924814	1.6669344252054261	BT-20 AZD8055
BT-20	AZD8055	0.37	1362.6666666666667	1567	4327	-0.431798275933005	0.08743115221144637	0.3621446729835914	1.6669344252054261	BT-20 AZD8055
BT-20	AZD8055	1.11	1362.6666666666667	1514.3333333333333	4327	0.045322978786657475	0.0653558442726383	0.34997303751637004	1.6669344252054261	BT-20 AZD8055
BT-20	AZD8055	3.33	1362.6666666666667	1374.3333333333333	4327	0.5224442335063199	0.005127399205608896	0.31761805716046526	1.6669344252054261	BT-20 AZD8055
BT-20	AZD8055	10	1362.6666666666667	893	4327	1	-0.22394091951534667	0.20637855327016408	1.6669344252054261	BT-20 AZD8055
BT-20	AZD8330	0.04	1362.6666666666667	3335	4489	-1.3979400086720375	0.6826626384829406	0.742927155268434	1.7199614006990795	BT-20 AZD8330
BT-20	AZD8330	0.12	1362.6666666666667	3530.6666666666665	4489	-0.9208187539523752	0.7393750448320182	0.7865151852676914	1.7199614006990795	BT-20 AZD8330
BT-20	AZD8330	0.37	1362.6666666666667	3561.3333333333335	4489	-0.431798275933005	0.7481429813748817	0.7933466993391253	1.7199614006990795	BT-20 AZD8330
BT-20	AZD8330	1.11	1362.6666666666667	3527.6666666666665	4489	0.045322978786657475	0.7385156033137428	0.7858468849780945	1.7199614006990795	BT-20 AZD8330
BT-20	AZD8330	3.33	1362.6666666666667	3690.6666666666665	4489	0.5224442335063199	0.784778167472252	0.8221578673795202	1.7199614006990795	BT-20 AZD8330
BT-20	AZD8330	10	1362.6666666666667	3744.3333333333335	4489	1	0.7998217276796928	0.8341130170045297	1.7199614006990795	BT-20 AZD8330
BT-20	Barasertib	0.04	1362.6666666666667	3837	4489	-1.3979400086720375	0.8255867493659164	0.8547560703942971	1.7199614006990795	BT-20 Barasertib
BT-20	Barasertib	0.12	1362.6666666666667	3079.3333333333335	4489	-0.9208187539523752	0.6064143236094635	0.6859731194772407	1.7199614006990795	BT-20 Barasertib
BT-20	Barasertib	0.37	1362.6666666666667	2460.3333333333335	4489	-0.431798275933005	0.4099116697425329	0.5480804930571026	1.7199614006990795	BT-20 Barasertib
BT-20	Barasertib	1.11	1362.6666666666667	1964.3333333333333	4489	0.045322978786657475	0.23692256012709945	0.4375881785104329	1.7199614006990795	BT-20 Barasertib
BT-20	Barasertib	3.33	1362.6666666666667	1681	4489	0.5224442335063199	0.1298263569734921	0.3744709289374025	1.7199614006990795	BT-20 Barasertib
BT-20	Barasertib	10	1362.6666666666667	1331.6666666666667	4489	1	-0.013290421092236437	0.2966510729932428	1.7199614006990795	BT-20 Barasertib
BT-20	BI-2536	0.04	1362.6666666666667	1018	4327	-1.3979400086720375	-0.1604876434274971	0.2352669285879362	1.6669344252054261	BT-20 BI-2536
BT-20	BI-2536	0.12	1362.6666666666667	977	4327	-0.9208187539523752	-0.18093779751612282	0.22579154148370695	1.6669344252054261	BT-20 BI-2536
BT-20	BI-2536	0.37	1362.6666666666667	989.3333333333334	4327	-0.431798275933005	-0.17475062003822728	0.22864186118172714	1.6669344252054261	BT-20 BI-2536
BT-20	BI-2536	1.11	1362.6666666666667	1049	4327	0.045322978786657475	-0.14524339912507778	0.2424312456667437	1.6669344252054261	BT-20 BI-2536
BT-20	BI-2536	3.33	1362.6666666666667	1091.3333333333333	4327	0.5224442335063199	-0.12471403105366408	0.25221477544102916	1.6669344252054261	BT-20 BI-2536
BT-20	BI-2536	10	1362.6666666666667	1104.3333333333333	4327	1	-0.11847399701469274	0.2552191664740775	1.6669344252054261	BT-20 BI-2536
BT-20	BMS345541	0.04	1362.6666666666667	4354	4327	-1.3979400086720375	1.0074773457833754	1.0062398890686388	1.6669344252054261	BT-20 BMS345541
BT-20	BMS345541	0.12	1362.6666666666667	4242	4327	-0.9208187539523752	0.9763373918091567	0.980355904783915	1.6669344252054261	BT-20 BMS345541
BT-20	BMS345541	0.37	1362.6666666666667	4195.666666666667	4327	-0.431798275933005	0.9633590794272926	0.9696479469994608	1.6669344252054261	BT-20 BMS345541
BT-20	BMS345541	1.11	1362.6666666666667	3813.6666666666665	4327	0.045322978786657475	0.8540813389640367	0.8813650720283491	1.6669344252054261	BT-20 BMS345541
BT-20	BMS345541	3.33	1362.6666666666667	3566.3333333333335	4327	0.5224442335063199	0.7809802792795824	0.8242046067329174	1.6669344252054261	BT-20 BMS345541
BT-20	BMS345541	10	1362.6666666666667	1381.3333333333333	4327	1	0.008195480538996769	0.31923580617826053	1.6669344252054261	BT-20 BMS345541
BT-20	Brivanib	0.04	1362.6666666666667	4283.333333333333	4489	-1.3979400086720375	0.9462024950818195	0.9541843023687532	1.7199614006990795	BT-20 Brivanib
